fiscal_yr;service_id;volume_meeting_target;total_volume;volume_not_meeting_target
2020-2021;1977;183.0;184.0;1.0
2020-2021;1978;9046536.0;9920543.0;874007.0
2020-2021;1979;19113.0;23120.0;4007.0
2020-2021;1980;4641.0;4745.0;104.0
2020-2021;1981;116134.0;117175.0;1041.0
2020-2021;1984;41261981210.0;41261991312.0;10102.0
2020-2021;1985;501367460530267.0;501388588533288.0;21128003021.0
2020-2021;1986;25000.0;25000.0;0.0
2020-2021;1989;0.0;142620372235.0;142620372235.0
2020-2021;1991;12146.0;13771.0;1625.0
2020-2021;1993;289.0;424.0;135.0
2020-2021;1994;3.0;3.0;0.0
2020-2021;1995;5621.0;5970.0;349.0
2020-2021;1996;3253.0;3471.0;218.0
2020-2021;1997;5.0;5.0;0.0
2020-2021;1998;1158.0;1158.0;0.0
2020-2021;1999;26263.0;26349.0;86.0
2020-2021;2;73613818466.0;88094579735.0;14480761269.0
2020-2021;2000;1261.0;1270.0;9.0
2020-2021;2001;9339.0;9345.0;6.0
2020-2021;2002;289.0;289.0;0.0
2020-2021;2003;743.0;743.0;0.0
2020-2021;2005;2158.0;5770.0;3612.0
2020-2021;2007;23270.0;23297.0;27.0
2020-2021;2013;78.0;78.0;0.0
2020-2021;2014;0.0;0.0;0.0
2020-2021;2015;2.7097288072957294e+41;3.4557592010475104e+46;3.4557321037594373e+46
2020-2021;2016;3422.0;3602.0;180.0
2020-2021;2017;12118.0;12118.0;0.0
2020-2021;2022;5.0;6.0;1.0
2020-2021;2023;25.0;25.0;0.0
2020-2021;2032;186119191612.0;191919191919.0;5800000307.0
2020-2021;2035;1283.0;1303.0;20.0
2020-2021;2036;138.0;150.0;12.0
2020-2021;2038;91.0;98.0;7.0
2020-2021;2041;3580.0;3580.0;0.0
2020-2021;2043;0.0;0.0;0.0
2020-2021;2047;570611105.0;713213881.0;142602776.0
2020-2021;2048;18708.0;20787.0;2079.0
2020-2021;2055;3933614395.0;3933637198.0;22803.0
2020-2021;2058;340460.0;400500.0;60040.0
2020-2021;2060;0.0;0.0;0.0
2020-2021;2070;1.0;1.0;0.0
2020-2021;2072;14316.0;19418.0;5102.0
2020-2021;2073;2.0;2.0;0.0
2020-2021;2074;1523.0;1524.0;1.0
2020-2021;2075;231.0;231.0;0.0
2020-2021;2076;111.0;111.0;0.0
2020-2021;2077;5.0;5.0;0.0
2020-2021;2078;14.0;14.0;0.0
2020-2021;2079;14.0;14.0;0.0
2020-2021;2082;65.0;65.0;0.0
2020-2021;2083;66.0;66.0;0.0
2020-2021;2084;58.0;58.0;0.0
2020-2021;2085;22.0;22.0;0.0
2020-2021;2087;0.0;100100100.0;100100100.0
2020-2021;2091;3011949.0;3023849.0;11900.0
2020-2021;2092;51717.0;71717.0;20000.0
2020-2021;2093;666.0;666.0;0.0
2020-2021;2094;0.0;0.0;0.0
2020-2021;2095;0.0;0.0;0.0
2020-2021;21;9333997936821.0;9824098266960.0;490100330139.0
2020-2021;2104;5100.0;5890.0;790.0
2020-2021;2105;14294.0;142117.0;127823.0
2020-2021;2106;48260.0;49260.0;1000.0
2020-2021;2107;4232.0;4795.0;563.0
2020-2021;2108;2467.0;2482.0;15.0
2020-2021;2110;1171.0;1171.0;0.0
2020-2021;2112;2600.0;2800.0;200.0
2020-2021;2114;468.0;495.0;27.0
2020-2021;2115;0.0;0.0;0.0
2020-2021;2122;0.0;0.0;0.0
2020-2021;2124;100.0;100.0;0.0
2020-2021;2126;0.0;0.0;0.0
2020-2021;2127;0.0;0.0;0.0
2020-2021;2128;0.0;0.0;0.0
2020-2021;2132;3112.0;3112.0;0.0
2020-2021;2150;2205.0;2273.0;68.0
2020-2021;2151;15455.0;24478.0;9023.0
2020-2021;2155;100.0;8788.0;8688.0
2020-2021;2158;420520615801039.0;420520622901060.0;7100021.0
2020-2021;22;573.0;603.0;30.0
2020-2021;2201;2.7791121430628385e+19;2.9441206473747366e+19;1.650085043118981e+18
2020-2021;2213;1641351328267.0;1661561349279.0;20210021012.0
2020-2021;2214;398393164185.0;398393176186.0;12001.0
2020-2021;2215;75116372417.0;75122382517.0;6010100.0
2020-2021;2223;2983422420.0;29103422420.0;26120000000.0
2020-2021;2224;39147.0;40366.0;1219.0
2020-2021;2227;0.0;0.0;0.0
2020-2021;2229;2.17247496180436e+18;2.56256514514514e+18;3.900901833407803e+17
2020-2021;2231;1947.0;1951.0;4.0
2020-2021;2233;16544223469.0;16544223469.0;0.0
2020-2021;2238;539720361084.0;14241751522618.0;13702031161534.0
2020-2021;2239;4.0;4.0;0.0
2020-2021;2240;0.0;0.0;0.0
2020-2021;2241;311684.0;311684.0;0.0
2020-2021;2242;1.0;1.0;0.0
2020-2021;2253;440.0;450.0;10.0
2020-2021;2254;5000.0;5000.0;0.0
2020-2021;2255;277.0;277.0;0.0
2020-2021;2256;112.0;112.0;0.0
2020-2021;2265;513.0;513.0;0.0
2020-2021;2267;7995.0;7995.0;0.0
2020-2021;2268;12423.0;12423.0;0.0
2020-2021;2275;0.0;0.0;0.0
2020-2021;2280;0.0;0.0;0.0
2020-2021;2286;7071076.0;8121707.0;1050631.0
2020-2021;2287;91062.0;101087.0;10025.0
2020-2021;2290;1054.0;1054.0;0.0
2020-2021;2291;8725.0;8725.0;0.0
2020-2021;2292;7718.0;7718.0;0.0
2020-2021;2293;343580.0;490829.0;147249.0
2020-2021;2294;39895.0;58670.0;18775.0
2020-2021;2295;0.0;80268.0;80268.0
2020-2021;2296;860.0;860.0;0.0
2020-2021;2297;16107.0;16107.0;0.0
2020-2021;2299;106.0;106.0;0.0
2020-2021;2358;911951.0;932085.0;20134.0
2020-2021;2359;2541.0;26421.0;23880.0
2020-2021;2363;10.0;10.0;0.0
2020-2021;2364;0.0;0.0;0.0
2020-2021;2367;71.0;71.0;0.0
2020-2021;2369;14.0;15.0;1.0
2020-2021;2371;700.0;702.0;2.0
2020-2021;2372;12.0;12.0;0.0
2020-2021;2373;20.0;20.0;0.0
2020-2021;2375;299074.0;351852.0;52778.0
2020-2021;2376;2113.0;2781.0;668.0
2020-2021;2377;171023.0;171140.0;117.0
2020-2021;2378;814228190.0;848241192.0;34013002.0
2020-2021;2385;0.0;0.0;0.0
2020-2021;243;29.0;46.0;17.0
2020-2021;245;880085.0;8800810.0;7920725.0
2020-2021;2450;2083.0;5888.0;3805.0
2020-2021;2465;0.0;0.0;0.0
2020-2021;2469;124317.0;138130.0;13813.0
2020-2021;247;9000000.0;9000000.0;0.0
2020-2021;2477;0.0;0.0;0.0
2020-2021;2505;2.0;2.0;0.0
2020-2021;2517;149.0;149.0;0.0
2020-2021;2528;462000.0;462000.0;0.0
2020-2021;2539;0.0;0.0;0.0
2020-2021;254;0.0;0.0;0.0
2020-2021;2545;1047.0;3519.0;2472.0
2020-2021;255;1166.0;1166.0;0.0
2020-2021;2550;0.0;0.0;0.0
2020-2021;2552;0.0;0.0;0.0
2020-2021;2553;0.0;0.0;0.0
2020-2021;2554;456.0;847.0;391.0
2020-2021;2556;25.0;280.0;255.0
2020-2021;2564;0.0;0.0;0.0
2020-2021;2566;0.0;0.0;0.0
2020-2021;2568;145.0;149.0;4.0
2020-2021;2569;56271542.0;57292744.0;1021202.0
2020-2021;2570;7989171255.0;79122172271.0;71133001016.0
2020-2021;2571;191542.0;4292744.0;4101202.0
2020-2021;2573;19.0;19.0;0.0
2020-2021;2574;0.0;0.0;0.0
2020-2021;2576;8.0;8.0;0.0
2020-2021;2585;0.0;0.0;0.0
2020-2021;2586;0.0;0.0;0.0
2020-2021;2587;0.0;0.0;0.0
2020-2021;2588;0.0;0.0;0.0
2020-2021;2589;0.0;0.0;0.0
2020-2021;2590;0.0;0.0;0.0
2020-2021;2591;0.0;0.0;0.0
2020-2021;2592;0.0;0.0;0.0
2020-2021;2593;0.0;0.0;0.0
2020-2021;2595;1.0;1.0;0.0
2020-2021;2596;0.0;0.0;0.0
2020-2021;2597;0.0;0.0;0.0
2020-2021;2598;312434.0;313156.0;722.0
2020-2021;2603;1000.0;1000.0;0.0
2020-2021;2605;0.0;0.0;0.0
2020-2021;2607;0.0;0.0;0.0
2020-2021;2610;5388.0;5688.0;300.0
2020-2021;2616;998.0;9910.0;8912.0
2020-2021;2617;90.0;100.0;10.0
2020-2021;262;1717.0;1819.0;102.0
2020-2021;263;174111254485400.0;1848125544854030.0;1674014290368630.0
2020-2021;2631;2.0;2.0;0.0
2020-2021;2632;0.0;58.0;58.0
2020-2021;2633;0.0;0.0;0.0
2020-2021;2641;5269.0;5546.0;277.0
2020-2021;2642;284.0;299.0;15.0
2020-2021;265;41.0;43.0;2.0
2020-2021;267;0.0;0.0;0.0
2020-2021;268;914341.0;914343.0;2.0
2020-2021;278;4.0;4.0;0.0
2020-2021;280;1012.0;1012.0;0.0
2020-2021;282;151527.0;151534.0;7.0
2020-2021;283;112.0;112.0;0.0
2020-2021;284;1.0;2.0;1.0
2020-2021;288;25.0;29.0;4.0
2020-2021;289;3.0;4.0;1.0
2020-2021;290;1.0;1.0;0.0
2020-2021;291;15.0;18.0;3.0
2020-2021;292;192.0;196.0;4.0
2020-2021;293;13.0;15.0;2.0
2020-2021;294;25.0;25.0;0.0
2020-2021;296;18020.0;19020.0;1000.0
2020-2021;299;270.0;270.0;0.0
2020-2021;3;71.0;73.0;2.0
2020-2021;304;0.0;0.0;0.0
2020-2021;309;33.0;34.0;1.0
2020-2021;31;6096.0;29692.0;23596.0
2020-2021;314;511.0;539.0;28.0
2020-2021;315;21.0;22.0;1.0
2020-2021;32;900.0;9816.0;8916.0
2020-2021;335;1033.0;1039.0;6.0
2020-2021;337;33108.0;33124.0;16.0
2020-2021;339;2.0;2.0;0.0
2020-2021;34;0.0;18855.0;18855.0
2020-2021;341;119.0;1115.0;996.0
2020-2021;344;37429.0;38650.0;1221.0
2020-2021;351;119.0;1112.0;993.0
2020-2021;352;101227.0;101233.0;6.0
2020-2021;353;0.0;0.0;0.0
2020-2021;354;0.0;0.0;0.0
2020-2021;355;0.0;0.0;0.0
2020-2021;356;0.0;0.0;0.0
2020-2021;357;601262.0;649665.0;48403.0
2020-2021;36;0.0;145993.0;145993.0
2020-2021;37;0.0;10961026.0;10961026.0
2020-2021;4;71.0;71.0;0.0
2020-2021;423;0.0;0.0;0.0
2020-2021;425;233261775.0;259267909.0;26006134.0
2020-2021;426;157160.0;2715133.0;2557973.0
2020-2021;427;691.0;1002.0;311.0
2020-2021;428;4164.0;4337.0;173.0
2020-2021;429;0.0;0.0;0.0
2020-2021;46;0.0;19.0;19.0
2020-2021;47;0.0;80.0;80.0
2020-2021;48;0.0;6.216970692917011e+17;6.216970692917011e+17
2020-2021;5;6.0;17.0;11.0
2020-2021;53;1645.0;2472.0;827.0
2020-2021;6;12.0;16.0;4.0
2020-2021;655;7615.0;7615.0;0.0
2020-2021;656;0.0;0.0;0.0
2020-2021;657;325677667.0;325679674.0;2007.0
2020-2021;658;0.0;0.0;0.0
2020-2021;659;272370.0;272773.0;403.0
2020-2021;660;235227890.0;2462461009.0;2227233119.0
2020-2021;661;492479.0;515196.0;22717.0
2020-2021;662;3336302.0;3636308.0;300006.0
2020-2021;663;484697.0;5353133.0;4868436.0
2020-2021;664;148869.0;148869.0;0.0
2020-2021;665;0.0;207.0;207.0
2020-2021;667;11653.0;11653.0;0.0
2020-2021;668;205.0;205.0;0.0
2020-2021;669;39573226286.0;39736227760.0;163001474.0
2020-2021;679;342497.0;735645.0;393148.0
2020-2021;680;656638.0;656656.0;18.0
2020-2021;687;2185.0;2185.0;0.0
2020-2021;688;10003.0;10220.0;217.0
2020-2021;689;61090.0;62514.0;1424.0
2020-2021;690;225.0;228.0;3.0
2020-2021;691;11.0;12.0;1.0
2020-2021;694;0.0;0.0;0.0
2020-2021;7;310802.0;317469.0;6667.0
2020-2021;707;0.0;0.0;0.0
2020-2021;716;0.0;0.0;0.0
2020-2021;719;2479.0;2479.0;0.0
2020-2021;723;5072.0;6294.0;1222.0
2020-2021;726;39042.0;61355.0;22313.0
2020-2021;728;4318181196356.0;4345645285641.0;27464089285.0
2020-2021;731;11.0;11.0;0.0
2020-2021;732;0.0;0.0;0.0
2020-2021;733;35.0;35.0;0.0
2020-2021;734;6.0;13.0;7.0
2020-2021;735;0.0;0.0;0.0
2020-2021;737;1040.0;1058.0;18.0
2020-2021;739;616161.0;777777.0;161616.0
2020-2021;740;6.0;6.0;0.0
2020-2021;741;0.0;0.0;0.0
2020-2021;742;41.0;41.0;0.0
2020-2021;743;159029.0;159029.0;0.0
2020-2021;744;91517.0;163856.0;72339.0
2020-2021;745;745.0;850.0;105.0
2020-2021;746;2162.0;2466.0;304.0
2020-2021;747;0.0;0.0;0.0
2020-2021;748;20792438.0;26882688.0;6090250.0
2020-2021;749;25481355.0;31052190.0;5570835.0
2020-2021;750;515111166239.0;617113183361.0;102002017122.0
2020-2021;751;73764.0;77804.0;4040.0
2020-2021;752;0.0;0.0;0.0
2020-2021;753;0.0;0.0;0.0
2020-2021;754;254.0;259.0;5.0
2020-2021;755;354678380527.0;354678385827.0;5300.0
2020-2021;756;3050.0;3389.0;339.0
2020-2021;757;52624280.0;52624937.0;657.0
2020-2021;758;1446835.0;14461213.0;13014378.0
2020-2021;759;1931.0;3131.0;1200.0
2020-2021;761;178.0;178.0;0.0
2020-2021;762;3090.0;3100.0;10.0
2020-2021;763;6.2000062000062e+35;6.2000062000062e+35;0.0
2020-2021;766;2.0;2.0;0.0
2020-2021;767;779.0;7710.0;6931.0
2020-2021;768;34674.0;46232.0;11558.0
2020-2021;770;1520.0;1520.0;0.0
2020-2021;771;4534.0;4534.0;0.0
2020-2021;772;399.0;443.0;44.0
2020-2021;775;131437.0;1414123.0;1282686.0
2020-2021;795;114.0;116.0;2.0
2020-2021;8;0.0;8372.0;8372.0
2020-2021;810;5516.0;5518.0;2.0
2020-2021;811;12711725.0;12711726.0;1.0
2020-2021;813;0.0;0.0;0.0
2020-2021;814;111.0;111.0;0.0
2020-2021;815;10.0;10.0;0.0
2020-2021;816;15.0;15.0;0.0
2020-2021;817;220.0;220.0;0.0
2020-2021;818;520.0;520.0;0.0
2020-2021;843;4512.0;4512.0;0.0
2020-2021;844;3731500.0;3761500.0;30000.0
2020-2021;845;12.0;12.0;0.0
2020-2021;846;333.0;333.0;0.0
2020-2021;849;75.0;75.0;0.0
2020-2021;850;20.0;51.0;31.0
2020-2021;851;0.0;0.0;0.0
2020-2021;859;267.0;322.0;55.0
2020-2021;860;663.0;681.0;18.0
2020-2021;861;1356.0;1416.0;60.0
2020-2021;862;87.0;105.0;18.0
2020-2021;863;882.0;883.0;1.0
2020-2021;864;202.0;257.0;55.0
2020-2021;868;173.0;208.0;35.0
2020-2021;870;9.555718665120717e+21;1.2594219030125941e+22;3.038500365005224e+21
2020-2021;871;678918665.0;678919030.0;365.0
2020-2021;872;18665967.0;19030974.0;365007.0
2020-2021;874;2226.0;2372.0;146.0
2020-2021;875;675.0;682.0;7.0
2020-2021;876;0.0;0.0;0.0
2020-2021;877;4645.0;5820.0;1175.0
2020-2021;878;89.0;90.0;1.0
2020-2021;879;75200.0;106572.0;31372.0
2020-2021;880;36.0;36.0;0.0
2020-2021;882;21794.0;227106.0;205312.0
2020-2021;888;1832045.0;1922113.0;90068.0
2020-2021;890;162.0;170.0;8.0
2020-2021;891;543.0;680.0;137.0
2020-2021;892;10078.0;14091.0;4013.0
2020-2021;895;0.0;397.0;397.0
2020-2021;896;92.0;249.0;157.0
2020-2021;898;13695.0;18261.0;4566.0
2020-2021;899;3742.0;3742.0;0.0
2020-2021;900;2699916148358871.0;2732516362432247.0;32600214073376.0
2020-2021;902;4.4305451126244953e+20;4.4306004135002446e+20;5530087574929408.0
2020-2021;903;600.0;600.0;0.0
2020-2021;904;34288110.0;40000000.0;5711890.0
2020-2021;905;56.0;56.0;0.0
2020-2021;906;0.0;0.0;0.0
2020-2021;907;86845688.0;102166614.0;15320926.0
2020-2021;908;8753.0;8760.0;7.0
2020-2021;909;0.0;0.0;0.0
2020-2021;910;141.0;142.0;1.0
2020-2021;912;158.0;228.0;70.0
2020-2021;914;1666.0;1683.0;17.0
2020-2021;915;1133.0;1142.0;9.0
2020-2021;916;450.0;457.0;7.0
2020-2021;917;157.0;183.0;26.0
2020-2021;918;1068478252.0;1122749291.0;54271039.0
2020-2021;919;125117.0;132120.0;7003.0
2020-2021;920;47.0;52.0;5.0
2020-2021;921;5649.0;5858.0;209.0
2020-2021;926;325244325244.0;441180441180.0;115936115936.0
2020-2021;927;2265.0;2284.0;19.0
2020-2021;928;0.0;0.0;0.0
2020-2021;929;406106.0;451229.0;45123.0
2020-2021;938;1.7263482942839815e+29;2.090458481336492e+29;3.6411018705251033e+28
2020-2021;939;25308.0;25447.0;139.0
2020-2021;940;242451616608.0;14772786731780.0;14530335115172.0
2020-2021;943;0.0;36.0;36.0
2020-2021;950;93272.0;93272.0;0.0
2020-2021;955;2275499.0;2500504.0;225005.0
2020-2021;956;345353147.0;381591279.0;36238132.0
2020-2021;960;558630.0;672649.0;114019.0
2020-2021;961;212.0;212.0;0.0
2020-2021;977;8712.0;8712.0;0.0
2020-2021;979;30260030.0;303003530.0;272743500.0
2020-2021;980;421202042102020.0;4.212020421421202e+16;4.169900217211e+16
2020-2021;985;12.0;13.0;1.0
2020-2021;986;5361172329.0;8651242617.0;3290070288.0
2020-2021;987;2535851286685191.0;2835881289729191.0;300030003044000.0
2020-2021;988;185.0;191.0;6.0
2020-2021;990;65.0;75.0;10.0
2020-2021;991;5.429254630624188e+16;8.866292435826882e+16;3.4370378052026936e+16
2020-2021;993;6.0;6.0;0.0
2020-2021;994;400.0;400.0;0.0
2020-2021;995;0.0;0.0;0.0
2020-2021;997;111.0;111.0;0.0
2020-2021;998;20.0;20.0;0.0
2020-2021;999;27.0;27.0;0.0
2021-2022;10;66281276990.0;685017091263.0;618735814273.0
2021-2022;1001;330049.0;368725.0;38676.0
2021-2022;1002;334.0;369.0;35.0
2021-2022;1003;289258728905.0;338720134552.0;49461405647.0
2021-2022;1004;902432.0;902432.0;0.0
2021-2022;1005;0.0;0.0;0.0
2021-2022;1006;1.1601318996510108e+16;1.1601323296510108e+16;4300000000.0
2021-2022;1007;60267.0;74772.0;14505.0
2021-2022;1008;87.0;101.0;14.0
2021-2022;1009;8588.0;8989.0;401.0
2021-2022;1010;0.0;0.0;0.0
2021-2022;1011;454543.0;454543.0;0.0
2021-2022;1013;752.0;895.0;143.0
2021-2022;1015;0.0;0.0;0.0
2021-2022;1016;0.0;0.0;0.0
2021-2022;1017;0.0;0.0;0.0
2021-2022;1019;5.0;5.0;0.0
2021-2022;1020;0.0;0.0;0.0
2021-2022;1021;0.0;0.0;0.0
2021-2022;1022;0.0;0.0;0.0
2021-2022;1023;3.0;3.0;0.0
2021-2022;1024;0.0;0.0;0.0
2021-2022;1025;0.0;0.0;0.0
2021-2022;1027;0.0;0.0;0.0
2021-2022;1028;0.0;0.0;0.0
2021-2022;1029;0.0;0.0;0.0
2021-2022;1030;0.0;0.0;0.0
2021-2022;1032;0.0;0.0;0.0
2021-2022;1033;333832.0;343935.0;10103.0
2021-2022;1034;0.0;0.0;0.0
2021-2022;1035;133.0;133.0;0.0
2021-2022;1037;0.0;0.0;0.0
2021-2022;1041;0.0;0.0;0.0
2021-2022;1043;2789.0;2822.0;33.0
2021-2022;1045;0.0;0.0;0.0
2021-2022;1046;12.0;12.0;0.0
2021-2022;1047;4.0;4.0;0.0
2021-2022;1050;0.0;0.0;0.0
2021-2022;1055;6490.0;6516.0;26.0
2021-2022;1059;9822.0;13833.0;4011.0
2021-2022;1060;649.0;1062.0;413.0
2021-2022;1062;35401.0;35633.0;232.0
2021-2022;1064;599249.0;809249.0;210000.0
2021-2022;1065;53535316539.0;53535316539.0;0.0
2021-2022;1066;1715584.0;2064785.0;349201.0
2021-2022;1089;72.0;78.0;6.0
2021-2022;1090;5142.0;5258.0;116.0
2021-2022;1093;1595170.0;2098908.0;503738.0
2021-2022;1095;14145634.0;14145634.0;0.0
2021-2022;1097;208160261507725.0;228638471596809.0;20478210089084.0
2021-2022;1098;3568369.0;3657761.0;89392.0
2021-2022;1099;7120954.0;7392455.0;271501.0
2021-2022;1100;821.0;969.0;148.0
2021-2022;1101;2341615.0;2572328.0;230713.0
2021-2022;1103;0.0;0.0;0.0
2021-2022;1104;94.0;107.0;13.0
2021-2022;1105;0.0;0.0;0.0
2021-2022;1106;0.0;0.0;0.0
2021-2022;1107;0.0;0.0;0.0
2021-2022;1108;0.0;0.0;0.0
2021-2022;1111;0.0;0.0;0.0
2021-2022;1112;0.0;0.0;0.0
2021-2022;1113;1741616102.0;2144922468.0;403306366.0
2021-2022;1115;269924.0;270244.0;320.0
2021-2022;1116;0.0;0.0;0.0
2021-2022;1117;3512.0;6342.0;2830.0
2021-2022;1119;0.0;0.0;0.0
2021-2022;1120;0.0;0.0;0.0
2021-2022;1122;7.65412560109615e+18;7.81013221124759e+18;1.560066101514404e+17
2021-2022;1130;220220.0;220220.0;0.0
2021-2022;1132;60103.0;66528.0;6425.0
2021-2022;1136;22.0;22.0;0.0
2021-2022;1137;0.0;0.0;0.0
2021-2022;1139;0.0;10165137.0;10165137.0
2021-2022;1141;0.0;2626812.0;2626812.0
2021-2022;1142;3.0;3.0;0.0
2021-2022;1143;0.0;1274382.0;1274382.0
2021-2022;1144;828360.0;1017284.0;188924.0
2021-2022;1146;0.0;0.0;0.0
2021-2022;1147;3938.0;4274.0;336.0
2021-2022;1156;198.0;198.0;0.0
2021-2022;1157;126126.0;126126.0;0.0
2021-2022;1160;169.0;169.0;0.0
2021-2022;1161;0.0;0.0;0.0
2021-2022;1162;50.0;50.0;0.0
2021-2022;1163;0.0;0.0;0.0
2021-2022;1164;7.0;7.0;0.0
2021-2022;1165;4.0;4.0;0.0
2021-2022;1166;34.0;34.0;0.0
2021-2022;1176;661403.0;664407.0;3004.0
2021-2022;1180;1491.0;1546.0;55.0
2021-2022;1187;0.0;0.0;0.0
2021-2022;1195;3451610098.0;3599210574.0;147600476.0
2021-2022;1202;1325.0;1903.0;578.0
2021-2022;1208;3860.0;3866.0;6.0
2021-2022;1218;512.0;512.0;0.0
2021-2022;1220;134636290435.0;1346362104450.0;1211725814015.0
2021-2022;1221;76757093.0;79957388.0;3200295.0
2021-2022;1222;1197.0;1197.0;0.0
2021-2022;1228;1.0;1.0;0.0
2021-2022;1234;38.0;38.0;0.0
2021-2022;1235;5.2771786269939114e+28;5.294197854983912e+29;4.7664799922845206e+29
2021-2022;1237;14830.0;65063.0;50233.0
2021-2022;1238;0.0;0.0;0.0
2021-2022;1242;2.27359442705857e+16;2.474485763401683e+17;2.247126320695826e+17
2021-2022;1244;18054.0;18057.0;3.0
2021-2022;1248;948.0;948.0;0.0
2021-2022;1249;711.0;711.0;0.0
2021-2022;1250;8.0;8.0;0.0
2021-2022;1251;18.0;18.0;0.0
2021-2022;1252;216148010261.0;228499410407.0;12351400146.0
2021-2022;1253;8.380013130000339e+17;9.061031380000745e+17;6.810182500004058e+16
2021-2022;1254;1.913014874684701e+16;1.914014879684801e+16;10000050001000.0
2021-2022;1255;833206.0;109910179.0;109076973.0
2021-2022;1256;2920.0;4493.0;1573.0
2021-2022;1257;18922.0;41264.0;22342.0
2021-2022;1258;5.498408121320001e+55;5.499701165129999e+56;4.9498603529979994e+56
2021-2022;1260;691701928.0;7157641141.0;6465939213.0
2021-2022;1264;940.0;1049.0;109.0
2021-2022;1265;17.0;17.0;0.0
2021-2022;1266;4253046177.0;5994050737.0;1741004560.0
2021-2022;1267;2.5171004948000007e+40;2.9335006041000006e+40;4.164001092999999e+39
2021-2022;1268;131281190000.0;14141111110000.0;14009829920000.0
2021-2022;1269;217.0;237.0;20.0
2021-2022;127;52.0;52.0;0.0
2021-2022;1270;14406.0;14406.0;0.0
2021-2022;1271;14260.0;14260.0;0.0
2021-2022;1273;97.0;104.0;7.0
2021-2022;1274;71581780000.0;818818110000.0;747236330000.0
2021-2022;1275;24913657.0;29303657.0;4390000.0
2021-2022;1276;3.063100535241149e+23;4.195119641951197e+23;1.1320191067100483e+23
2021-2022;1277;311.0;311.0;0.0
2021-2022;1279;15346.0;15346.0;0.0
2021-2022;1280;12035.0;12847.0;812.0
2021-2022;1281;757.0;830.0;73.0
2021-2022;1282;1.180134136152156e+18;1.620158162158162e+18;4.40024026006006e+17
2021-2022;1283;1235.0;1260.0;25.0
2021-2022;1287;1010081651260000.0;1210491721720000.0;200410070460000.0
2021-2022;1289;8.7144100165126e+17;1.04172104172172e+18;1.7028004007046003e+17
2021-2022;129;96.0;96.0;0.0
2021-2022;1291;3540.0;3840.0;300.0
2021-2022;1292;9514089300354412.0;9653919657354412.0;139830357000000.0
2021-2022;1294;30871231364.0;30895131385.0;23900021.0
2021-2022;1295;2760.0;2844.0;84.0
2021-2022;1296;7.452916263555943e+48;1.0106606263729948e+49;2.6536900001740048e+48
2021-2022;1298;4586212082018.0;4586212129118.0;47100.0
2021-2022;1299;176000.0;193712.0;17712.0
2021-2022;13;6250.0;7170.0;920.0
2021-2022;130;26116.0;28124.0;2008.0
2021-2022;1301;342143135.0;354146138.0;12003003.0
2021-2022;1304;409118359651.0;409118369652.0;10001.0
2021-2022;1306;54773423998924.0;54798224179154.0;24800180230.0
2021-2022;1307;820.0;1580.0;760.0
2021-2022;1309;23.0;25.0;2.0
2021-2022;131;2132.0;2132.0;0.0
2021-2022;1315;107130842510.0;107131102510.0;260000.0
2021-2022;1317;12.0;12.0;0.0
2021-2022;1318;4.0;4.0;0.0
2021-2022;1319;24.0;24.0;0.0
2021-2022;132;1051733.0;1091733.0;40000.0
2021-2022;1320;12.0;12.0;0.0
2021-2022;1321;41.0;41.0;0.0
2021-2022;1322;4.0572166877702514e+26;4.0767286912363135e+27;3.6710070224592886e+27
2021-2022;1323;212842430000.0;292942940000.0;80100510000.0
2021-2022;1326;6.0;8.0;2.0
2021-2022;1327;24.0;24.0;0.0
2021-2022;1328;43.0;49.0;6.0
2021-2022;133;105491.0;106079.0;588.0
2021-2022;1330;12458.0;12458.0;0.0
2021-2022;1331;2273430744629.0;2806641751911.0;533211007282.0
2021-2022;1332;1.4615192196818516e+26;2.002020020710252e+26;5.405008010284003e+25
2021-2022;1337;2159.0;2768.0;609.0
2021-2022;1338;534188.0;534265.0;77.0
2021-2022;1339;7562.0;8504.0;942.0
2021-2022;134;5533.0;5884.0;351.0
2021-2022;1340;15052.0;15073.0;21.0
2021-2022;1343;26511.0;27412.0;901.0
2021-2022;1344;76.0;76.0;0.0
2021-2022;1345;74.0;74.0;0.0
2021-2022;1347;38676.0;42878.0;4202.0
2021-2022;1348;1.577915749785565e+16;1.5779157797949684e+16;300094034.0
2021-2022;135;67166123101643.0;67167143142643.0;1020041000.0
2021-2022;1350;48.0;51.0;3.0
2021-2022;1351;1.0;1.0;0.0
2021-2022;1352;43324332.0;45604560.0;2280228.0
2021-2022;1353;228228.0;240240.0;12012.0
2021-2022;1354;26382173.0;27482240.0;1100067.0
2021-2022;1356;953.0;953.0;0.0
2021-2022;136;131341483.0;131451486.0;110003.0
2021-2022;1366;0.0;447.0;447.0
2021-2022;1367;50465.0;50465.0;0.0
2021-2022;1368;15.0;25.0;10.0
2021-2022;1369;5.0;5.0;0.0
2021-2022;137;306461696.0;306501697.0;40001.0
2021-2022;1371;10008.0;11679.0;1671.0
2021-2022;1373;166.0;166.0;0.0
2021-2022;1374;1805799.0;23801110.0;21995311.0
2021-2022;138;34423243105.0;34444043130.0;20800025.0
2021-2022;139;371238412.0;4512148415.0;4140910003.0
2021-2022;1397;137.0;171.0;34.0
2021-2022;140;3034.0;3035.0;1.0
2021-2022;1414;168.0;173.0;5.0
