fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2023-2024;95;SRV02888;account_registration;Y;1
2023-2024;95;SRV02888;authentication;NA;2
2023-2024;95;SRV02888;application;Y;3
2023-2024;95;SRV02888;decision;Y;4
2023-2024;95;SRV02888;issuance;Y;5
2023-2024;95;SRV02888;issue_resolution_feedback;Y;6
2021-2022;95;SRV02889;account_registration;Y;1
2021-2022;95;SRV02889;authentication;NA;2
2021-2022;95;SRV02889;application;Y;3
2021-2022;95;SRV02889;decision;Y;4
2021-2022;95;SRV02889;issuance;Y;5
2021-2022;95;SRV02889;issue_resolution_feedback;Y;6
2023-2024;130;SRV02890;account_registration;N;1
2023-2024;130;SRV02890;authentication;N;2
2023-2024;130;SRV02890;application;Y;3
2023-2024;130;SRV02890;decision;Y;4
2023-2024;130;SRV02890;issuance;Y;5
2023-2024;130;SRV02890;issue_resolution_feedback;N;6
2023-2024;263;SRV02891;account_registration;Y;1
2023-2024;263;SRV02891;authentication;Y;2
2023-2024;263;SRV02891;application;Y;3
2023-2024;263;SRV02891;decision;Y;4
2023-2024;263;SRV02891;issuance;Y;5
2023-2024;263;SRV02891;issue_resolution_feedback;Y;6
2023-2024;263;SRV02896;account_registration;N;1
2023-2024;263;SRV02896;authentication;N;2
2023-2024;263;SRV02896;application;N;3
2023-2024;263;SRV02896;decision;N;4
2023-2024;263;SRV02896;issuance;N;5
2023-2024;263;SRV02896;issue_resolution_feedback;N;6
2023-2024;348;SRV02898;account_registration;NA;1
2023-2024;348;SRV02898;authentication;NA;2
2023-2024;348;SRV02898;application;NA;3
2023-2024;348;SRV02898;decision;NA;4
2023-2024;348;SRV02898;issuance;NA;5
2023-2024;348;SRV02898;issue_resolution_feedback;NA;6
2023-2024;348;SRV02899;account_registration;NA;1
2023-2024;348;SRV02899;authentication;NA;2
2023-2024;348;SRV02899;application;N;3
2023-2024;348;SRV02899;decision;N;4
2023-2024;348;SRV02899;issuance;N;5
2023-2024;348;SRV02899;issue_resolution_feedback;N;6
2023-2024;127;SRV02901;account_registration;NA;1
2023-2024;127;SRV02901;authentication;NA;2
2023-2024;127;SRV02901;application;NA;3
2023-2024;127;SRV02901;decision;NA;4
2023-2024;127;SRV02901;issuance;NA;5
2023-2024;127;SRV02901;issue_resolution_feedback;NA;6
2023-2024;127;SRV02902;account_registration;NA;1
2023-2024;127;SRV02902;authentication;NA;2
2023-2024;127;SRV02902;application;NA;3
2023-2024;127;SRV02902;decision;NA;4
2023-2024;127;SRV02902;issuance;NA;5
2023-2024;127;SRV02902;issue_resolution_feedback;NA;6
2022-2023;127;SRV02903;account_registration;N;1
2022-2023;127;SRV02903;authentication;N;2
2022-2023;127;SRV02903;application;N;3
2022-2023;127;SRV02903;decision;N;4
2022-2023;127;SRV02903;issuance;N;5
2022-2023;127;SRV02903;issue_resolution_feedback;N;6
2023-2024;222;SRV02904;account_registration;NA;1
2023-2024;222;SRV02904;authentication;NA;2
2023-2024;222;SRV02904;application;NA;3
2023-2024;222;SRV02904;decision;NA;4
2023-2024;222;SRV02904;issuance;NA;5
2023-2024;222;SRV02904;issue_resolution_feedback;NA;6
2023-2024;222;SRV02907;account_registration;NA;1
2023-2024;222;SRV02907;authentication;NA;2
2023-2024;222;SRV02907;application;NA;3
2023-2024;222;SRV02907;decision;NA;4
2023-2024;222;SRV02907;issuance;NA;5
2023-2024;222;SRV02907;issue_resolution_feedback;NA;6
2023-2024;280;SRV02908;account_registration;NA;1
2023-2024;280;SRV02908;authentication;NA;2
2023-2024;280;SRV02908;application;NA;3
2023-2024;280;SRV02908;decision;NA;4
2023-2024;280;SRV02908;issuance;NA;5
2023-2024;280;SRV02908;issue_resolution_feedback;NA;6
2023-2024;280;SRV02909;account_registration;NA;1
2023-2024;280;SRV02909;authentication;NA;2
2023-2024;280;SRV02909;application;NA;3
2023-2024;280;SRV02909;decision;NA;4
2023-2024;280;SRV02909;issuance;NA;5
2023-2024;280;SRV02909;issue_resolution_feedback;NA;6
2023-2024;280;SRV02910;account_registration;NA;1
2023-2024;280;SRV02910;authentication;NA;2
2023-2024;280;SRV02910;application;NA;3
2023-2024;280;SRV02910;decision;NA;4
2023-2024;280;SRV02910;issuance;NA;5
2023-2024;280;SRV02910;issue_resolution_feedback;NA;6
2023-2024;280;SRV02911;account_registration;NA;1
2023-2024;280;SRV02911;authentication;NA;2
2023-2024;280;SRV02911;application;NA;3
2023-2024;280;SRV02911;decision;NA;4
2023-2024;280;SRV02911;issuance;NA;5
2023-2024;280;SRV02911;issue_resolution_feedback;NA;6
2022-2023;134;SRV02912;account_registration;NA;1
2022-2023;134;SRV02912;authentication;NA;2
2022-2023;134;SRV02912;application;NA;3
2022-2023;134;SRV02912;decision;NA;4
2022-2023;134;SRV02912;issuance;Y;5
2022-2023;134;SRV02912;issue_resolution_feedback;Y;6
2022-2023;134;SRV02913;account_registration;NA;1
2022-2023;134;SRV02913;authentication;NA;2
2022-2023;134;SRV02913;application;NA;3
2022-2023;134;SRV02913;decision;NA;4
2022-2023;134;SRV02913;issuance;NA;5
2022-2023;134;SRV02913;issue_resolution_feedback;NA;6
2022-2023;134;SRV02914;account_registration;Y;1
2022-2023;134;SRV02914;authentication;Y;2
2022-2023;134;SRV02914;application;Y;3
2022-2023;134;SRV02914;decision;Y;4
2022-2023;134;SRV02914;issuance;Y;5
2022-2023;134;SRV02914;issue_resolution_feedback;Y;6
2022-2023;134;SRV02915;account_registration;NA;1
2022-2023;134;SRV02915;authentication;NA;2
2022-2023;134;SRV02915;application;NA;3
2022-2023;134;SRV02915;decision;NA;4
2022-2023;134;SRV02915;issuance;NA;5
2022-2023;134;SRV02915;issue_resolution_feedback;NA;6
2023-2024;295;SRV02916;account_registration;Y;1
2023-2024;295;SRV02916;authentication;Y;2
2023-2024;295;SRV02916;application;N;3
2023-2024;295;SRV02916;decision;N;4
2023-2024;295;SRV02916;issuance;N;5
2023-2024;295;SRV02916;issue_resolution_feedback;Y;6
2022-2023;134;SRV02917;account_registration;NA;1
2022-2023;134;SRV02917;authentication;NA;2
2022-2023;134;SRV02917;application;NA;3
2022-2023;134;SRV02917;decision;NA;4
2022-2023;134;SRV02917;issuance;NA;5
2022-2023;134;SRV02917;issue_resolution_feedback;Y;6
2022-2023;134;SRV02918;account_registration;NA;1
2022-2023;134;SRV02918;authentication;NA;2
2022-2023;134;SRV02918;application;Y;3
2022-2023;134;SRV02918;decision;NA;4
2022-2023;134;SRV02918;issuance;NA;5
2022-2023;134;SRV02918;issue_resolution_feedback;N;6
2022-2023;134;SRV02919;account_registration;N;1
2022-2023;134;SRV02919;authentication;N;2
2022-2023;134;SRV02919;application;Y;3
2022-2023;134;SRV02919;decision;N;4
2022-2023;134;SRV02919;issuance;N;5
2022-2023;134;SRV02919;issue_resolution_feedback;N;6
2022-2023;134;SRV02920;account_registration;N;1
2022-2023;134;SRV02920;authentication;N;2
2022-2023;134;SRV02920;application;N;3
2022-2023;134;SRV02920;decision;N;4
2022-2023;134;SRV02920;issuance;N;5
2022-2023;134;SRV02920;issue_resolution_feedback;N;6
2022-2023;134;SRV02921;account_registration;Y;1
2022-2023;134;SRV02921;authentication;Y;2
2022-2023;134;SRV02921;application;N;3
2022-2023;134;SRV02921;decision;N;4
2022-2023;134;SRV02921;issuance;N;5
2022-2023;134;SRV02921;issue_resolution_feedback;N;6
2022-2023;134;SRV02922;account_registration;N;1
2022-2023;134;SRV02922;authentication;N;2
2022-2023;134;SRV02922;application;N;3
2022-2023;134;SRV02922;decision;N;4
2022-2023;134;SRV02922;issuance;N;5
2022-2023;134;SRV02922;issue_resolution_feedback;N;6
2022-2023;134;SRV02923;account_registration;N;1
2022-2023;134;SRV02923;authentication;N;2
2022-2023;134;SRV02923;application;N;3
2022-2023;134;SRV02923;decision;N;4
2022-2023;134;SRV02923;issuance;N;5
2022-2023;134;SRV02923;issue_resolution_feedback;N;6
2021-2022;263;SRV02924;account_registration;NA;1
2021-2022;263;SRV02924;authentication;NA;2
2021-2022;263;SRV02924;application;NA;3
2021-2022;263;SRV02924;decision;NA;4
2021-2022;263;SRV02924;issuance;NA;5
2021-2022;263;SRV02924;issue_resolution_feedback;NA;6
2023-2024;263;SRV02925;account_registration;NA;1
2023-2024;263;SRV02925;authentication;NA;2
2023-2024;263;SRV02925;application;NA;3
2023-2024;263;SRV02925;decision;NA;4
2023-2024;263;SRV02925;issuance;NA;5
2023-2024;263;SRV02925;issue_resolution_feedback;NA;6
2023-2024;124;SRV02926;account_registration;NA;1
2023-2024;124;SRV02926;authentication;NA;2
2023-2024;124;SRV02926;application;NA;3
2023-2024;124;SRV02926;decision;NA;4
2023-2024;124;SRV02926;issuance;NA;5
2023-2024;124;SRV02926;issue_resolution_feedback;NA;6
2023-2024;124;SRV02927;account_registration;NA;1
2023-2024;124;SRV02927;authentication;NA;2
2023-2024;124;SRV02927;application;NA;3
2023-2024;124;SRV02927;decision;NA;4
2023-2024;124;SRV02927;issuance;NA;5
2023-2024;124;SRV02927;issue_resolution_feedback;Y;6
2023-2024;263;SRV02928;account_registration;NA;1
2023-2024;263;SRV02928;authentication;NA;2
2023-2024;263;SRV02928;application;NA;3
2023-2024;263;SRV02928;decision;NA;4
2023-2024;263;SRV02928;issuance;NA;5
2023-2024;263;SRV02928;issue_resolution_feedback;NA;6
2022-2023;124;SRV02930;account_registration;NA;1
2022-2023;124;SRV02930;authentication;NA;2
2022-2023;124;SRV02930;application;NA;3
2022-2023;124;SRV02930;decision;NA;4
2022-2023;124;SRV02930;issuance;NA;5
2022-2023;124;SRV02930;issue_resolution_feedback;NA;6
2023-2024;55;SRV02932;account_registration;Y;1
2023-2024;55;SRV02932;authentication;NA;2
2023-2024;55;SRV02932;application;Y;3
2023-2024;55;SRV02932;decision;NA;4
2023-2024;55;SRV02932;issuance;Y;5
2023-2024;55;SRV02932;issue_resolution_feedback;Y;6
2023-2024;263;SRV02933;account_registration;Y;1
2023-2024;263;SRV02933;authentication;N;2
2023-2024;263;SRV02933;application;Y;3
2023-2024;263;SRV02933;decision;Y;4
2023-2024;263;SRV02933;issuance;Y;5
2023-2024;263;SRV02933;issue_resolution_feedback;N;6
2023-2024;263;SRV02934;account_registration;N;1
2023-2024;263;SRV02934;authentication;N;2
2023-2024;263;SRV02934;application;N;3
2023-2024;263;SRV02934;decision;N;4
2023-2024;263;SRV02934;issuance;N;5
2023-2024;263;SRV02934;issue_resolution_feedback;N;6
2023-2024;263;SRV02935;account_registration;NA;1
2023-2024;263;SRV02935;authentication;NA;2
2023-2024;263;SRV02935;application;NA;3
2023-2024;263;SRV02935;decision;NA;4
2023-2024;263;SRV02935;issuance;NA;5
2023-2024;263;SRV02935;issue_resolution_feedback;NA;6
2022-2023;134;SRV02936;account_registration;NA;1
2022-2023;134;SRV02936;authentication;NA;2
2022-2023;134;SRV02936;application;Y;3
2022-2023;134;SRV02936;decision;NA;4
2022-2023;134;SRV02936;issuance;NA;5
2022-2023;134;SRV02936;issue_resolution_feedback;NA;6
2022-2023;134;SRV02937;account_registration;NA;1
2022-2023;134;SRV02937;authentication;NA;2
2022-2023;134;SRV02937;application;NA;3
2022-2023;134;SRV02937;decision;NA;4
2022-2023;134;SRV02937;issuance;NA;5
2022-2023;134;SRV02937;issue_resolution_feedback;NA;6
2021-2022;134;SRV02938;account_registration;Y;1
2021-2022;134;SRV02938;authentication;Y;2
2021-2022;134;SRV02938;application;Y;3
2021-2022;134;SRV02938;decision;NA;4
2021-2022;134;SRV02938;issuance;Y;5
2021-2022;134;SRV02938;issue_resolution_feedback;Y;6
2022-2023;134;SRV02939;account_registration;NA;1
2022-2023;134;SRV02939;authentication;NA;2
2022-2023;134;SRV02939;application;Y;3
2022-2023;134;SRV02939;decision;NA;4
2022-2023;134;SRV02939;issuance;NA;5
2022-2023;134;SRV02939;issue_resolution_feedback;Y;6
2022-2023;134;SRV02940;account_registration;N;1
2022-2023;134;SRV02940;authentication;N;2
2022-2023;134;SRV02940;application;N;3
2022-2023;134;SRV02940;decision;N;4
2022-2023;134;SRV02940;issuance;N;5
2022-2023;134;SRV02940;issue_resolution_feedback;N;6
2023-2024;127;SRV02941;account_registration;NA;1
2023-2024;127;SRV02941;authentication;NA;2
2023-2024;127;SRV02941;application;NA;3
2023-2024;127;SRV02941;decision;NA;4
2023-2024;127;SRV02941;issuance;NA;5
2023-2024;127;SRV02941;issue_resolution_feedback;N;6
2023-2024;127;SRV02942;account_registration;NA;1
2023-2024;127;SRV02942;authentication;NA;2
2023-2024;127;SRV02942;application;NA;3
2023-2024;127;SRV02942;decision;N;4
2023-2024;127;SRV02942;issuance;N;5
2023-2024;127;SRV02942;issue_resolution_feedback;N;6
2023-2024;127;SRV02943;account_registration;NA;1
2023-2024;127;SRV02943;authentication;NA;2
2023-2024;127;SRV02943;application;NA;3
2023-2024;127;SRV02943;decision;N;4
2023-2024;127;SRV02943;issuance;N;5
2023-2024;127;SRV02943;issue_resolution_feedback;N;6
2023-2024;127;SRV02944;account_registration;NA;1
2023-2024;127;SRV02944;authentication;NA;2
2023-2024;127;SRV02944;application;NA;3
2023-2024;127;SRV02944;decision;NA;4
2023-2024;127;SRV02944;issuance;NA;5
2023-2024;127;SRV02944;issue_resolution_feedback;NA;6
2021-2022;127;SRV02945;account_registration;NA;1
2021-2022;127;SRV02945;authentication;NA;2
2021-2022;127;SRV02945;application;NA;3
2021-2022;127;SRV02945;decision;NA;4
2021-2022;127;SRV02945;issuance;NA;5
2021-2022;127;SRV02945;issue_resolution_feedback;NA;6
2023-2024;127;SRV02946;account_registration;NA;1
2023-2024;127;SRV02946;authentication;NA;2
2023-2024;127;SRV02946;application;NA;3
2023-2024;127;SRV02946;decision;NA;4
2023-2024;127;SRV02946;issuance;NA;5
2023-2024;127;SRV02946;issue_resolution_feedback;NA;6
2023-2024;127;SRV02947;account_registration;NA;1
2023-2024;127;SRV02947;authentication;NA;2
2023-2024;127;SRV02947;application;NA;3
2023-2024;127;SRV02947;decision;NA;4
2023-2024;127;SRV02947;issuance;NA;5
2023-2024;127;SRV02947;issue_resolution_feedback;NA;6
2023-2024;127;SRV02948;account_registration;NA;1
2023-2024;127;SRV02948;authentication;NA;2
2023-2024;127;SRV02948;application;NA;3
2023-2024;127;SRV02948;decision;NA;4
2023-2024;127;SRV02948;issuance;NA;5
2023-2024;127;SRV02948;issue_resolution_feedback;NA;6
2022-2023;127;SRV02949;account_registration;NA;1
2022-2023;127;SRV02949;authentication;NA;2
2022-2023;127;SRV02949;application;NA;3
2022-2023;127;SRV02949;decision;NA;4
2022-2023;127;SRV02949;issuance;NA;5
2022-2023;127;SRV02949;issue_resolution_feedback;NA;6
2023-2024;278;SRV02950;account_registration;NA;1
2023-2024;278;SRV02950;authentication;NA;2
2023-2024;278;SRV02950;application;Y;3
2023-2024;278;SRV02950;decision;NA;4
2023-2024;278;SRV02950;issuance;NA;5
2023-2024;278;SRV02950;issue_resolution_feedback;NA;6
2023-2024;278;SRV02951;account_registration;NA;1
2023-2024;278;SRV02951;authentication;NA;2
2023-2024;278;SRV02951;application;NA;3
2023-2024;278;SRV02951;decision;NA;4
2023-2024;278;SRV02951;issuance;NA;5
2023-2024;278;SRV02951;issue_resolution_feedback;NA;6
2023-2024;127;SRV02952;account_registration;NA;1
2023-2024;127;SRV02952;authentication;NA;2
2023-2024;127;SRV02952;application;NA;3
2023-2024;127;SRV02952;decision;NA;4
2023-2024;127;SRV02952;issuance;NA;5
2023-2024;127;SRV02952;issue_resolution_feedback;NA;6
2023-2024;127;SRV02953;account_registration;NA;1
2023-2024;127;SRV02953;authentication;NA;2
2023-2024;127;SRV02953;application;NA;3
2023-2024;127;SRV02953;decision;NA;4
2023-2024;127;SRV02953;issuance;NA;5
2023-2024;127;SRV02953;issue_resolution_feedback;NA;6
2023-2024;253;SRV02954;account_registration;NA;1
2023-2024;253;SRV02954;authentication;NA;2
2023-2024;253;SRV02954;application;NA;3
2023-2024;253;SRV02954;decision;NA;4
2023-2024;253;SRV02954;issuance;NA;5
2023-2024;253;SRV02954;issue_resolution_feedback;NA;6
2021-2022;138;SRV02955;account_registration;N;1
2021-2022;138;SRV02955;authentication;N;2
2021-2022;138;SRV02955;application;Y;3
2021-2022;138;SRV02955;decision;N;4
2021-2022;138;SRV02955;issuance;N;5
2021-2022;138;SRV02955;issue_resolution_feedback;N;6
2021-2022;138;SRV02956;account_registration;NA;1
2021-2022;138;SRV02956;authentication;NA;2
2021-2022;138;SRV02956;application;NA;3
2021-2022;138;SRV02956;decision;NA;4
2021-2022;138;SRV02956;issuance;NA;5
2021-2022;138;SRV02956;issue_resolution_feedback;NA;6
2021-2022;138;SRV02957;account_registration;NA;1
2021-2022;138;SRV02957;authentication;NA;2
2021-2022;138;SRV02957;application;NA;3
2021-2022;138;SRV02957;decision;NA;4
2021-2022;138;SRV02957;issuance;NA;5
2021-2022;138;SRV02957;issue_resolution_feedback;NA;6
2021-2022;138;SRV02958;account_registration;NA;1
2021-2022;138;SRV02958;authentication;NA;2
2021-2022;138;SRV02958;application;NA;3
2021-2022;138;SRV02958;decision;NA;4
2021-2022;138;SRV02958;issuance;NA;5
2021-2022;138;SRV02958;issue_resolution_feedback;NA;6
2021-2022;138;SRV02959;account_registration;N;1
2021-2022;138;SRV02959;authentication;N;2
2021-2022;138;SRV02959;application;N;3
2021-2022;138;SRV02959;decision;N;4
2021-2022;138;SRV02959;issuance;N;5
2021-2022;138;SRV02959;issue_resolution_feedback;N;6
2023-2024;295;SRV02960;account_registration;NA;1
2023-2024;295;SRV02960;authentication;NA;2
2023-2024;295;SRV02960;application;NA;3
2023-2024;295;SRV02960;decision;NA;4
2023-2024;295;SRV02960;issuance;NA;5
2023-2024;295;SRV02960;issue_resolution_feedback;NA;6
2023-2024;295;SRV02967;account_registration;NA;1
2023-2024;295;SRV02967;authentication;NA;2
2023-2024;295;SRV02967;application;NA;3
2023-2024;295;SRV02967;decision;NA;4
2023-2024;295;SRV02967;issuance;NA;5
2023-2024;295;SRV02967;issue_resolution_feedback;NA;6
2021-2022;295;SRV02969;account_registration;;1
2021-2022;295;SRV02969;authentication;;2
2021-2022;295;SRV02969;application;;3
2021-2022;295;SRV02969;decision;;4
2021-2022;295;SRV02969;issuance;;5
2021-2022;295;SRV02969;issue_resolution_feedback;;6
2023-2024;295;SRV02974;account_registration;NA;1
2023-2024;295;SRV02974;authentication;NA;2
2023-2024;295;SRV02974;application;NA;3
2023-2024;295;SRV02974;decision;NA;4
2023-2024;295;SRV02974;issuance;NA;5
2023-2024;295;SRV02974;issue_resolution_feedback;NA;6
2024-2025;295;SRV02975;account_registration;NA;1
2024-2025;295;SRV02975;authentication;NA;2
2024-2025;295;SRV02975;application;NA;3
2024-2025;295;SRV02975;decision;NA;4
2024-2025;295;SRV02975;issuance;NA;5
2024-2025;295;SRV02975;issue_resolution_feedback;NA;6
2023-2024;295;SRV02976;account_registration;NA;1
2023-2024;295;SRV02976;authentication;NA;2
2023-2024;295;SRV02976;application;NA;3
2023-2024;295;SRV02976;decision;NA;4
2023-2024;295;SRV02976;issuance;NA;5
2023-2024;295;SRV02976;issue_resolution_feedback;NA;6
2022-2023;295;SRV02977;account_registration;N;1
2022-2023;295;SRV02977;authentication;N;2
2022-2023;295;SRV02977;application;NA;3
2022-2023;295;SRV02977;decision;N;4
2022-2023;295;SRV02977;issuance;NA;5
2022-2023;295;SRV02977;issue_resolution_feedback;N;6
2023-2024;295;SRV02978;account_registration;NA;1
2023-2024;295;SRV02978;authentication;NA;2
2023-2024;295;SRV02978;application;NA;3
2023-2024;295;SRV02978;decision;NA;4
2023-2024;295;SRV02978;issuance;NA;5
2023-2024;295;SRV02978;issue_resolution_feedback;NA;6
2023-2024;295;SRV02979;account_registration;NA;1
2023-2024;295;SRV02979;authentication;NA;2
2023-2024;295;SRV02979;application;NA;3
2023-2024;295;SRV02979;decision;NA;4
2023-2024;295;SRV02979;issuance;NA;5
2023-2024;295;SRV02979;issue_resolution_feedback;NA;6
2022-2023;295;SRV02980;account_registration;NA;1
2022-2023;295;SRV02980;authentication;NA;2
2022-2023;295;SRV02980;application;NA;3
2022-2023;295;SRV02980;decision;NA;4
2022-2023;295;SRV02980;issuance;NA;5
2022-2023;295;SRV02980;issue_resolution_feedback;NA;6
2023-2024;295;SRV02981;account_registration;NA;1
2023-2024;295;SRV02981;authentication;NA;2
2023-2024;295;SRV02981;application;NA;3
2023-2024;295;SRV02981;decision;NA;4
2023-2024;295;SRV02981;issuance;NA;5
2023-2024;295;SRV02981;issue_resolution_feedback;NA;6
2023-2024;295;SRV02982;account_registration;NA;1
2023-2024;295;SRV02982;authentication;NA;2
2023-2024;295;SRV02982;application;NA;3
2023-2024;295;SRV02982;decision;NA;4
2023-2024;295;SRV02982;issuance;NA;5
2023-2024;295;SRV02982;issue_resolution_feedback;NA;6
2022-2023;295;SRV02983;account_registration;NA;1
2022-2023;295;SRV02983;authentication;NA;2
2022-2023;295;SRV02983;application;NA;3
2022-2023;295;SRV02983;decision;NA;4
2022-2023;295;SRV02983;issuance;NA;5
2022-2023;295;SRV02983;issue_resolution_feedback;NA;6
2023-2024;295;SRV02984;account_registration;NA;1
2023-2024;295;SRV02984;authentication;NA;2
2023-2024;295;SRV02984;application;NA;3
2023-2024;295;SRV02984;decision;NA;4
2023-2024;295;SRV02984;issuance;NA;5
2023-2024;295;SRV02984;issue_resolution_feedback;NA;6
2023-2024;295;SRV02985;account_registration;NA;1
2023-2024;295;SRV02985;authentication;NA;2
2023-2024;295;SRV02985;application;NA;3
2023-2024;295;SRV02985;decision;NA;4
2023-2024;295;SRV02985;issuance;NA;5
2023-2024;295;SRV02985;issue_resolution_feedback;NA;6
