fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2023-2024;138;3657;account_registration;NA;1
2023-2024;138;3657;authentication;NA;2
2023-2024;138;3657;application;NA;3
2023-2024;138;3657;decision;NA;4
2023-2024;138;3657;issuance;NA;5
2023-2024;138;3657;issue_resolution_feedback;NA;6
2023-2024;138;3658;account_registration;Y;1
2023-2024;138;3658;authentication;N;2
2023-2024;138;3658;application;N;3
2023-2024;138;3658;decision;N;4
2023-2024;138;3658;issuance;N;5
2023-2024;138;3658;issue_resolution_feedback;N;6
2023-2024;138;3659;account_registration;N;1
2023-2024;138;3659;authentication;N;2
2023-2024;138;3659;application;N;3
2023-2024;138;3659;decision;N;4
2023-2024;138;3659;issuance;N;5
2023-2024;138;3659;issue_resolution_feedback;N;6
2023-2024;138;3660;account_registration;N;1
2023-2024;138;3660;authentication;N;2
2023-2024;138;3660;application;N;3
2023-2024;138;3660;decision;N;4
2023-2024;138;3660;issuance;N;5
2023-2024;138;3660;issue_resolution_feedback;N;6
2023-2024;138;3661;account_registration;N;1
2023-2024;138;3661;authentication;N;2
2023-2024;138;3661;application;N;3
2023-2024;138;3661;decision;N;4
2023-2024;138;3661;issuance;N;5
2023-2024;138;3661;issue_resolution_feedback;N;6
2023-2024;138;3662;account_registration;N;1
2023-2024;138;3662;authentication;Y;2
2023-2024;138;3662;application;N;3
2023-2024;138;3662;decision;N;4
2023-2024;138;3662;issuance;N;5
2023-2024;138;3662;issue_resolution_feedback;Y;6
2023-2024;138;3663;account_registration;N;1
2023-2024;138;3663;authentication;N;2
2023-2024;138;3663;application;N;3
2023-2024;138;3663;decision;N;4
2023-2024;138;3663;issuance;N;5
2023-2024;138;3663;issue_resolution_feedback;N;6
2023-2024;138;3664;account_registration;N;1
2023-2024;138;3664;authentication;Y;2
2023-2024;138;3664;application;Y;3
2023-2024;138;3664;decision;N;4
2023-2024;138;3664;issuance;N;5
2023-2024;138;3664;issue_resolution_feedback;Y;6
2023-2024;138;3665;account_registration;N;1
2023-2024;138;3665;authentication;N;2
2023-2024;138;3665;application;N;3
2023-2024;138;3665;decision;N;4
2023-2024;138;3665;issuance;N;5
2023-2024;138;3665;issue_resolution_feedback;Y;6
2023-2024;71;3666;account_registration;Y;1
2023-2024;71;3666;authentication;NA;2
2023-2024;71;3666;application;Y;3
2023-2024;71;3666;decision;NA;4
2023-2024;71;3666;issuance;Y;5
2023-2024;71;3666;issue_resolution_feedback;NA;6
2023-2024;71;3667;account_registration;Y;1
2023-2024;71;3667;authentication;NA;2
2023-2024;71;3667;application;Y;3
2023-2024;71;3667;decision;NA;4
2023-2024;71;3667;issuance;Y;5
2023-2024;71;3667;issue_resolution_feedback;NA;6
2023-2024;71;3668;account_registration;Y;1
2023-2024;71;3668;authentication;NA;2
2023-2024;71;3668;application;Y;3
2023-2024;71;3668;decision;NA;4
2023-2024;71;3668;issuance;Y;5
2023-2024;71;3668;issue_resolution_feedback;NA;6
2023-2024;71;3669;account_registration;Y;1
2023-2024;71;3669;authentication;NA;2
2023-2024;71;3669;application;Y;3
2023-2024;71;3669;decision;NA;4
2023-2024;71;3669;issuance;Y;5
2023-2024;71;3669;issue_resolution_feedback;NA;6
2023-2024;71;3670;account_registration;Y;1
2023-2024;71;3670;authentication;NA;2
2023-2024;71;3670;application;Y;3
2023-2024;71;3670;decision;NA;4
2023-2024;71;3670;issuance;Y;5
2023-2024;71;3670;issue_resolution_feedback;N;6
2023-2024;71;3671;account_registration;NA;1
2023-2024;71;3671;authentication;NA;2
2023-2024;71;3671;application;NA;3
2023-2024;71;3671;decision;NA;4
2023-2024;71;3671;issuance;NA;5
2023-2024;71;3671;issue_resolution_feedback;NA;6
2023-2024;71;3672;account_registration;NA;1
2023-2024;71;3672;authentication;NA;2
2023-2024;71;3672;application;NA;3
2023-2024;71;3672;decision;NA;4
2023-2024;71;3672;issuance;NA;5
2023-2024;71;3672;issue_resolution_feedback;NA;6
2023-2024;326;3673;account_registration;Y;1
2023-2024;326;3673;authentication;Y;2
2023-2024;326;3673;application;Y;3
2023-2024;326;3673;decision;Y;4
2023-2024;326;3673;issuance;Y;5
2023-2024;326;3673;issue_resolution_feedback;NA;6
2023-2024;326;3674;account_registration;Y;1
2023-2024;326;3674;authentication;Y;2
2023-2024;326;3674;application;Y;3
2023-2024;326;3674;decision;Y;4
2023-2024;326;3674;issuance;Y;5
2023-2024;326;3674;issue_resolution_feedback;Y;6
2023-2024;326;3675;account_registration;N;1
2023-2024;326;3675;authentication;Y;2
2023-2024;326;3675;application;Y;3
2023-2024;326;3675;decision;NA;4
2023-2024;326;3675;issuance;NA;5
2023-2024;326;3675;issue_resolution_feedback;N;6
2023-2024;326;3676;account_registration;NA;1
2023-2024;326;3676;authentication;NA;2
2023-2024;326;3676;application;NA;3
2023-2024;326;3676;decision;NA;4
2023-2024;326;3676;issuance;NA;5
2023-2024;326;3676;issue_resolution_feedback;NA;6
2023-2024;326;3677;account_registration;Y;1
2023-2024;326;3677;authentication;Y;2
2023-2024;326;3677;application;Y;3
2023-2024;326;3677;decision;NA;4
2023-2024;326;3677;issuance;NA;5
2023-2024;326;3677;issue_resolution_feedback;Y;6
2023-2024;326;3678;account_registration;NA;1
2023-2024;326;3678;authentication;NA;2
2023-2024;326;3678;application;NA;3
2023-2024;326;3678;decision;NA;4
2023-2024;326;3678;issuance;NA;5
2023-2024;326;3678;issue_resolution_feedback;NA;6
2023-2024;552;3684;account_registration;Y;1
2023-2024;552;3684;authentication;NA;2
2023-2024;552;3684;application;Y;3
2023-2024;552;3684;decision;NA;4
2023-2024;552;3684;issuance;NA;5
2023-2024;552;3684;issue_resolution_feedback;NA;6
2023-2024;12;3685;account_registration;Y;1
2023-2024;12;3685;authentication;Y;2
2023-2024;12;3685;application;Y;3
2023-2024;12;3685;decision;N;4
2023-2024;12;3685;issuance;Y;5
2023-2024;12;3685;issue_resolution_feedback;Y;6
2023-2024;125;3686;account_registration;NA;1
2023-2024;125;3686;authentication;NA;2
2023-2024;125;3686;application;NA;3
2023-2024;125;3686;decision;NA;4
2023-2024;125;3686;issuance;NA;5
2023-2024;125;3686;issue_resolution_feedback;NA;6
2023-2024;125;3687;account_registration;N;1
2023-2024;125;3687;authentication;N;2
2023-2024;125;3687;application;N;3
2023-2024;125;3687;decision;N;4
2023-2024;125;3687;issuance;N;5
2023-2024;125;3687;issue_resolution_feedback;N;6
2023-2024;125;3688;account_registration;N;1
2023-2024;125;3688;authentication;N;2
2023-2024;125;3688;application;N;3
2023-2024;125;3688;decision;N;4
2023-2024;125;3688;issuance;N;5
2023-2024;125;3688;issue_resolution_feedback;N;6
2023-2024;125;3689;account_registration;N;1
2023-2024;125;3689;authentication;N;2
2023-2024;125;3689;application;N;3
2023-2024;125;3689;decision;N;4
2023-2024;125;3689;issuance;N;5
2023-2024;125;3689;issue_resolution_feedback;N;6
2023-2024;218;3690;account_registration;NA;1
2023-2024;218;3690;authentication;NA;2
2023-2024;218;3690;application;NA;3
2023-2024;218;3690;decision;NA;4
2023-2024;218;3690;issuance;NA;5
2023-2024;218;3690;issue_resolution_feedback;NA;6
2023-2024;218;3691;account_registration;NA;1
2023-2024;218;3691;authentication;NA;2
2023-2024;218;3691;application;NA;3
2023-2024;218;3691;decision;NA;4
2023-2024;218;3691;issuance;NA;5
2023-2024;218;3691;issue_resolution_feedback;NA;6
2023-2024;218;3692;account_registration;NA;1
2023-2024;218;3692;authentication;NA;2
2023-2024;218;3692;application;NA;3
2023-2024;218;3692;decision;NA;4
2023-2024;218;3692;issuance;NA;5
2023-2024;218;3692;issue_resolution_feedback;NA;6
2023-2024;218;3693;account_registration;NA;1
2023-2024;218;3693;authentication;NA;2
2023-2024;218;3693;application;NA;3
2023-2024;218;3693;decision;NA;4
2023-2024;218;3693;issuance;NA;5
2023-2024;218;3693;issue_resolution_feedback;NA;6
2023-2024;218;3694;account_registration;NA;1
2023-2024;218;3694;authentication;NA;2
2023-2024;218;3694;application;NA;3
2023-2024;218;3694;decision;NA;4
2023-2024;218;3694;issuance;NA;5
2023-2024;218;3694;issue_resolution_feedback;NA;6
2023-2024;218;3695;account_registration;NA;1
2023-2024;218;3695;authentication;NA;2
2023-2024;218;3695;application;NA;3
2023-2024;218;3695;decision;NA;4
2023-2024;218;3695;issuance;NA;5
2023-2024;218;3695;issue_resolution_feedback;NA;6
2023-2024;240;3698;account_registration;NA;1
2023-2024;240;3698;authentication;NA;2
2023-2024;240;3698;application;NA;3
2023-2024;240;3698;decision;NA;4
2023-2024;240;3698;issuance;NA;5
2023-2024;240;3698;issue_resolution_feedback;NA;6
2023-2024;240;3699;account_registration;NA;1
2023-2024;240;3699;authentication;NA;2
2023-2024;240;3699;application;NA;3
2023-2024;240;3699;decision;NA;4
2023-2024;240;3699;issuance;NA;5
2023-2024;240;3699;issue_resolution_feedback;NA;6
2023-2024;305;37;account_registration;Y;1
2023-2024;305;37;authentication;Y;2
2023-2024;305;37;application;NA;3
2023-2024;305;37;decision;NA;4
2023-2024;305;37;issuance;NA;5
2023-2024;305;37;issue_resolution_feedback;NA;6
2023-2024;132;3700;account_registration;Y;1
2023-2024;132;3700;authentication;Y;2
2023-2024;132;3700;application;Y;3
2023-2024;132;3700;decision;Y;4
2023-2024;132;3700;issuance;Y;5
2023-2024;132;3700;issue_resolution_feedback;Y;6
2023-2024;133;3701;account_registration;N;1
2023-2024;133;3701;authentication;N;2
2023-2024;133;3701;application;N;3
2023-2024;133;3701;decision;N;4
2023-2024;133;3701;issuance;N;5
2023-2024;133;3701;issue_resolution_feedback;Y;6
2023-2024;133;3702;account_registration;NA;1
2023-2024;133;3702;authentication;NA;2
2023-2024;133;3702;application;NA;3
2023-2024;133;3702;decision;NA;4
2023-2024;133;3702;issuance;NA;5
2023-2024;133;3702;issue_resolution_feedback;NA;6
2023-2024;133;3703;account_registration;NA;1
2023-2024;133;3703;authentication;NA;2
2023-2024;133;3703;application;NA;3
2023-2024;133;3703;decision;NA;4
2023-2024;133;3703;issuance;NA;5
2023-2024;133;3703;issue_resolution_feedback;NA;6
2023-2024;133;3704;account_registration;NA;1
2023-2024;133;3704;authentication;NA;2
2023-2024;133;3704;application;NA;3
2023-2024;133;3704;decision;NA;4
2023-2024;133;3704;issuance;NA;5
2023-2024;133;3704;issue_resolution_feedback;NA;6
2023-2024;65;3705;account_registration;Y;1
2023-2024;65;3705;authentication;Y;2
2023-2024;65;3705;application;Y;3
2023-2024;65;3705;decision;Y;4
2023-2024;65;3705;issuance;Y;5
2023-2024;65;3705;issue_resolution_feedback;Y;6
2023-2024;65;3707;account_registration;NA;1
2023-2024;65;3707;authentication;NA;2
2023-2024;65;3707;application;NA;3
2023-2024;65;3707;decision;NA;4
2023-2024;65;3707;issuance;NA;5
2023-2024;65;3707;issue_resolution_feedback;NA;6
2023-2024;133;3708;account_registration;N;1
2023-2024;133;3708;authentication;N;2
2023-2024;133;3708;application;N;3
2023-2024;133;3708;decision;N;4
2023-2024;133;3708;issuance;N;5
2023-2024;133;3708;issue_resolution_feedback;N;6
2023-2024;46;3709;account_registration;N;1
2023-2024;46;3709;authentication;N;2
2023-2024;46;3709;application;N;3
2023-2024;46;3709;decision;N;4
2023-2024;46;3709;issuance;N;5
2023-2024;46;3709;issue_resolution_feedback;N;6
2023-2024;46;3710;account_registration;N;1
2023-2024;46;3710;authentication;N;2
2023-2024;46;3710;application;N;3
2023-2024;46;3710;decision;N;4
2023-2024;46;3710;issuance;N;5
2023-2024;46;3710;issue_resolution_feedback;N;6
2023-2024;46;3711;account_registration;Y;1
2023-2024;46;3711;authentication;NA;2
2023-2024;46;3711;application;N;3
2023-2024;46;3711;decision;N;4
2023-2024;46;3711;issuance;N;5
2023-2024;46;3711;issue_resolution_feedback;N;6
2023-2024;46;3713;account_registration;NA;1
2023-2024;46;3713;authentication;NA;2
2023-2024;46;3713;application;NA;3
2023-2024;46;3713;decision;NA;4
2023-2024;46;3713;issuance;NA;5
2023-2024;46;3713;issue_resolution_feedback;NA;6
2023-2024;46;3714;account_registration;N;1
2023-2024;46;3714;authentication;NA;2
2023-2024;46;3714;application;NA;3
2023-2024;46;3714;decision;NA;4
2023-2024;46;3714;issuance;NA;5
2023-2024;46;3714;issue_resolution_feedback;NA;6
2023-2024;46;3716;account_registration;N;1
2023-2024;46;3716;authentication;N;2
2023-2024;46;3716;application;N;3
2023-2024;46;3716;decision;N;4
2023-2024;46;3716;issuance;N;5
2023-2024;46;3716;issue_resolution_feedback;N;6
2023-2024;46;3717;account_registration;NA;1
2023-2024;46;3717;authentication;NA;2
2023-2024;46;3717;application;NA;3
2023-2024;46;3717;decision;NA;4
2023-2024;46;3717;issuance;NA;5
2023-2024;46;3717;issue_resolution_feedback;NA;6
2023-2024;46;3718;account_registration;N;1
2023-2024;46;3718;authentication;N;2
2023-2024;46;3718;application;NA;3
2023-2024;46;3718;decision;N;4
2023-2024;46;3718;issuance;NA;5
2023-2024;46;3718;issue_resolution_feedback;NA;6
2023-2024;46;3719;account_registration;NA;1
2023-2024;46;3719;authentication;NA;2
2023-2024;46;3719;application;NA;3
2023-2024;46;3719;decision;NA;4
2023-2024;46;3719;issuance;NA;5
2023-2024;46;3719;issue_resolution_feedback;NA;6
2023-2024;46;3720;account_registration;NA;1
2023-2024;46;3720;authentication;NA;2
2023-2024;46;3720;application;NA;3
2023-2024;46;3720;decision;NA;4
2023-2024;46;3720;issuance;NA;5
2023-2024;46;3720;issue_resolution_feedback;NA;6
2023-2024;46;3721;account_registration;N;1
2023-2024;46;3721;authentication;N;2
2023-2024;46;3721;application;Y;3
2023-2024;46;3721;decision;N;4
2023-2024;46;3721;issuance;N;5
2023-2024;46;3721;issue_resolution_feedback;N;6
2023-2024;46;3722;account_registration;N;1
2023-2024;46;3722;authentication;NA;2
2023-2024;46;3722;application;N;3
2023-2024;46;3722;decision;N;4
2023-2024;46;3722;issuance;N;5
2023-2024;46;3722;issue_resolution_feedback;N;6
2023-2024;46;3723;account_registration;N;1
2023-2024;46;3723;authentication;NA;2
2023-2024;46;3723;application;N;3
2023-2024;46;3723;decision;N;4
2023-2024;46;3723;issuance;N;5
2023-2024;46;3723;issue_resolution_feedback;N;6
2023-2024;46;3724;account_registration;NA;1
2023-2024;46;3724;authentication;NA;2
2023-2024;46;3724;application;NA;3
2023-2024;46;3724;decision;NA;4
2023-2024;46;3724;issuance;NA;5
2023-2024;46;3724;issue_resolution_feedback;NA;6
2023-2024;46;3725;account_registration;NA;1
2023-2024;46;3725;authentication;Y;2
2023-2024;46;3725;application;Y;3
2023-2024;46;3725;decision;Y;4
2023-2024;46;3725;issuance;Y;5
2023-2024;46;3725;issue_resolution_feedback;Y;6
2023-2024;46;3726;account_registration;NA;1
2023-2024;46;3726;authentication;NA;2
2023-2024;46;3726;application;Y;3
2023-2024;46;3726;decision;N;4
2023-2024;46;3726;issuance;N;5
2023-2024;46;3726;issue_resolution_feedback;Y;6
2023-2024;46;3727;account_registration;NA;1
2023-2024;46;3727;authentication;NA;2
2023-2024;46;3727;application;N;3
2023-2024;46;3727;decision;N;4
2023-2024;46;3727;issuance;N;5
2023-2024;46;3727;issue_resolution_feedback;N;6
2023-2024;46;3728;account_registration;NA;1
2023-2024;46;3728;authentication;NA;2
2023-2024;46;3728;application;NA;3
2023-2024;46;3728;decision;NA;4
2023-2024;46;3728;issuance;NA;5
2023-2024;46;3728;issue_resolution_feedback;NA;6
2023-2024;46;3729;account_registration;Y;1
2023-2024;46;3729;authentication;Y;2
2023-2024;46;3729;application;Y;3
2023-2024;46;3729;decision;N;4
2023-2024;46;3729;issuance;N;5
2023-2024;46;3729;issue_resolution_feedback;N;6
2023-2024;65;3730;account_registration;N;1
2023-2024;65;3730;authentication;N;2
2023-2024;65;3730;application;N;3
2023-2024;65;3730;decision;N;4
2023-2024;65;3730;issuance;N;5
2023-2024;65;3730;issue_resolution_feedback;N;6
2023-2024;65;3731;account_registration;Y;1
2023-2024;65;3731;authentication;Y;2
2023-2024;65;3731;application;Y;3
2023-2024;65;3731;decision;Y;4
2023-2024;65;3731;issuance;Y;5
2023-2024;65;3731;issue_resolution_feedback;Y;6
2023-2024;65;3732;account_registration;Y;1
2023-2024;65;3732;authentication;Y;2
2023-2024;65;3732;application;Y;3
2023-2024;65;3732;decision;Y;4
2023-2024;65;3732;issuance;Y;5
2023-2024;65;3732;issue_resolution_feedback;N;6
2023-2024;174;3733;account_registration;Y;1
2023-2024;174;3733;authentication;Y;2
2023-2024;174;3733;application;Y;3
2023-2024;174;3733;decision;Y;4
2023-2024;174;3733;issuance;Y;5
2023-2024;174;3733;issue_resolution_feedback;Y;6
2023-2024;65;3734;account_registration;N;1
2023-2024;65;3734;authentication;N;2
2023-2024;65;3734;application;N;3
2023-2024;65;3734;decision;N;4
2023-2024;65;3734;issuance;N;5
2023-2024;65;3734;issue_resolution_feedback;N;6
2023-2024;295;3735;account_registration;N;1
2023-2024;295;3735;authentication;N;2
2023-2024;295;3735;application;N;3
2023-2024;295;3735;decision;N;4
2023-2024;295;3735;issuance;N;5
2023-2024;295;3735;issue_resolution_feedback;N;6
2023-2024;126;3738;account_registration;NA;1
2023-2024;126;3738;authentication;NA;2
2023-2024;126;3738;application;NA;3
2023-2024;126;3738;decision;NA;4
2023-2024;126;3738;issuance;NA;5
2023-2024;126;3738;issue_resolution_feedback;NA;6
2023-2024;126;3739;account_registration;NA;1
2023-2024;126;3739;authentication;NA;2
2023-2024;126;3739;application;NA;3
2023-2024;126;3739;decision;NA;4
2023-2024;126;3739;issuance;NA;5
2023-2024;126;3739;issue_resolution_feedback;NA;6
2023-2024;126;3740;account_registration;NA;1
2023-2024;126;3740;authentication;NA;2
2023-2024;126;3740;application;NA;3
2023-2024;126;3740;decision;NA;4
2023-2024;126;3740;issuance;NA;5
2023-2024;126;3740;issue_resolution_feedback;NA;6
2023-2024;126;3741;account_registration;NA;1
2023-2024;126;3741;authentication;NA;2
2023-2024;126;3741;application;NA;3
2023-2024;126;3741;decision;NA;4
2023-2024;126;3741;issuance;NA;5
2023-2024;126;3741;issue_resolution_feedback;NA;6
2023-2024;305;38;account_registration;Y;1
2023-2024;305;38;authentication;Y;2
2023-2024;305;38;application;NA;3
2023-2024;305;38;decision;NA;4
2023-2024;305;38;issuance;NA;5
2023-2024;305;38;issue_resolution_feedback;NA;6
2018-2019;305;39;account_registration;Y;1
2018-2019;305;39;authentication;Y;2
2018-2019;305;39;application;N;3
2018-2019;305;39;decision;N;4
2018-2019;305;39;issuance;N;5
2018-2019;305;39;issue_resolution_feedback;N;6
2023-2024;65;4;account_registration;NA;1
2023-2024;65;4;authentication;NA;2
2023-2024;65;4;application;Y;3
2023-2024;65;4;decision;NA;4
2023-2024;65;4;issuance;NA;5
2023-2024;65;4;issue_resolution_feedback;NA;6
2018-2019;305;40;account_registration;Y;1
2018-2019;305;40;authentication;Y;2
2018-2019;305;40;application;N;3
2018-2019;305;40;decision;N;4
2018-2019;305;40;issuance;N;5
2018-2019;305;40;issue_resolution_feedback;N;6
2018-2019;305;41;account_registration;Y;1
2018-2019;305;41;authentication;Y;2
2018-2019;305;41;application;N;3
2018-2019;305;41;decision;N;4
2018-2019;305;41;issuance;N;5
2018-2019;305;41;issue_resolution_feedback;N;6
2023-2024;210;423;account_registration;N;1
2023-2024;210;423;authentication;N;2
2023-2024;210;423;application;N;3
2023-2024;210;423;decision;N;4
2023-2024;210;423;issuance;N;5
2023-2024;210;423;issue_resolution_feedback;N;6
2023-2024;210;424;account_registration;N;1
2023-2024;210;424;authentication;N;2
2023-2024;210;424;application;N;3
2023-2024;210;424;decision;N;4
2023-2024;210;424;issuance;N;5
2023-2024;210;424;issue_resolution_feedback;N;6
2023-2024;306;425;account_registration;NA;1
2023-2024;306;425;authentication;Y;2
2023-2024;306;425;application;NA;3
2023-2024;306;425;decision;NA;4
2023-2024;306;425;issuance;NA;5
2023-2024;306;425;issue_resolution_feedback;NA;6
2021-2022;174;426;account_registration;N;1
2021-2022;174;426;authentication;Y;2
2021-2022;174;426;application;Y;3
2021-2022;174;426;decision;Y;4
2021-2022;174;426;issuance;Y;5
2021-2022;174;426;issue_resolution_feedback;Y;6
2021-2022;174;427;account_registration;N;1
2021-2022;174;427;authentication;Y;2
2021-2022;174;427;application;Y;3
2021-2022;174;427;decision;Y;4
2021-2022;174;427;issuance;Y;5
2021-2022;174;427;issue_resolution_feedback;Y;6
2021-2022;174;428;account_registration;NA;1
2021-2022;174;428;authentication;Y;2
2021-2022;174;428;application;Y;3
2021-2022;174;428;decision;NA;4
2021-2022;174;428;issuance;NA;5
2021-2022;174;428;issue_resolution_feedback;Y;6
2021-2022;174;429;account_registration;Y;1
2021-2022;174;429;authentication;NA;2
2021-2022;174;429;application;NA;3
2021-2022;174;429;decision;N;4
2021-2022;174;429;issuance;N;5
2021-2022;174;429;issue_resolution_feedback;NA;6
2018-2019;305;44;account_registration;Y;1
2018-2019;305;44;authentication;Y;2
2018-2019;305;44;application;N;3
2018-2019;305;44;decision;N;4
2018-2019;305;44;issuance;N;5
2018-2019;305;44;issue_resolution_feedback;N;6
2018-2019;305;45;account_registration;Y;1
2018-2019;305;45;authentication;Y;2
2018-2019;305;45;application;N;3
2018-2019;305;45;decision;NA;4
2018-2019;305;45;issuance;N;5
2018-2019;305;45;issue_resolution_feedback;N;6
2023-2024;305;46;account_registration;Y;1
2023-2024;305;46;authentication;Y;2
2023-2024;305;46;application;NA;3
2023-2024;305;46;decision;N;4
2023-2024;305;46;issuance;Y;5
2023-2024;305;46;issue_resolution_feedback;Y;6
2023-2024;305;47;account_registration;Y;1
2023-2024;305;47;authentication;Y;2
2023-2024;305;47;application;N;3
2023-2024;305;47;decision;N;4
2023-2024;305;47;issuance;N;5
2023-2024;305;47;issue_resolution_feedback;N;6
2023-2024;305;48;account_registration;Y;1
2023-2024;305;48;authentication;Y;2
2023-2024;305;48;application;Y;3
2023-2024;305;48;decision;N;4
2023-2024;305;48;issuance;NA;5
2023-2024;305;48;issue_resolution_feedback;NA;6
2018-2019;305;49;account_registration;Y;1
2018-2019;305;49;authentication;Y;2
2018-2019;305;49;application;Y;3
2018-2019;305;49;decision;Y;4
2018-2019;305;49;issuance;Y;5
2018-2019;305;49;issue_resolution_feedback;Y;6
2022-2023;65;5;account_registration;NA;1
2022-2023;65;5;authentication;NA;2
2022-2023;65;5;application;NA;3
2022-2023;65;5;decision;NA;4
2022-2023;65;5;issuance;NA;5
2022-2023;65;5;issue_resolution_feedback;NA;6
2018-2019;305;50;account_registration;Y;1
2018-2019;305;50;authentication;Y;2
2018-2019;305;50;application;Y;3
2018-2019;305;50;decision;Y;4
2018-2019;305;50;issuance;Y;5
2018-2019;305;50;issue_resolution_feedback;Y;6
2018-2019;305;51;account_registration;Y;1
2018-2019;305;51;authentication;Y;2
2018-2019;305;51;application;N;3
2018-2019;305;51;decision;N;4
2018-2019;305;51;issuance;N;5
2018-2019;305;51;issue_resolution_feedback;N;6
2018-2019;305;52;account_registration;Y;1
2018-2019;305;52;authentication;Y;2
2018-2019;305;52;application;N;3
2018-2019;305;52;decision;N;4
2018-2019;305;52;issuance;N;5
2018-2019;305;52;issue_resolution_feedback;N;6
2023-2024;333;53;account_registration;Y;1
2023-2024;333;53;authentication;Y;2
2023-2024;333;53;application;N;3
2023-2024;333;53;decision;Y;4
2023-2024;333;53;issuance;Y;5
2023-2024;333;53;issue_resolution_feedback;Y;6
2019-2020;140;57;account_registration;Y;1
2019-2020;140;57;authentication;N;2
2019-2020;140;57;application;Y;3
2019-2020;140;57;decision;N;4
2019-2020;140;57;issuance;N;5
2019-2020;140;57;issue_resolution_feedback;N;6
2022-2023;65;6;account_registration;NA;1
2022-2023;65;6;authentication;NA;2
2022-2023;65;6;application;NA;3
2022-2023;65;6;decision;NA;4
2022-2023;65;6;issuance;NA;5
2022-2023;65;6;issue_resolution_feedback;NA;6
2023-2024;306;655;account_registration;NA;1
2023-2024;306;655;authentication;Y;2
2023-2024;306;655;application;NA;3
2023-2024;306;655;decision;NA;4
2023-2024;306;655;issuance;NA;5
2023-2024;306;655;issue_resolution_feedback;NA;6
2023-2024;306;656;account_registration;NA;1
2023-2024;306;656;authentication;NA;2
2023-2024;306;656;application;NA;3
2023-2024;306;656;decision;NA;4
2023-2024;306;656;issuance;NA;5
2023-2024;306;656;issue_resolution_feedback;NA;6
2023-2024;86;657;account_registration;N;1
2023-2024;86;657;authentication;N;2
2023-2024;86;657;application;N;3
2023-2024;86;657;decision;N;4
2023-2024;86;657;issuance;N;5
2023-2024;86;657;issue_resolution_feedback;N;6
2018-2019;132;658;account_registration;Y;1
2018-2019;132;658;authentication;Y;2
2018-2019;132;658;application;Y;3
2018-2019;132;658;decision;Y;4
2018-2019;132;658;issuance;Y;5
2018-2019;132;658;issue_resolution_feedback;Y;6
2023-2024;132;659;account_registration;Y;1
2023-2024;132;659;authentication;Y;2
2023-2024;132;659;application;Y;3
2023-2024;132;659;decision;Y;4
2023-2024;132;659;issuance;Y;5
2023-2024;132;659;issue_resolution_feedback;Y;6
2023-2024;132;660;account_registration;Y;1
2023-2024;132;660;authentication;Y;2
2023-2024;132;660;application;Y;3
2023-2024;132;660;decision;Y;4
2023-2024;132;660;issuance;Y;5
2023-2024;132;660;issue_resolution_feedback;Y;6
2023-2024;132;661;account_registration;Y;1
2023-2024;132;661;authentication;Y;2
2023-2024;132;661;application;Y;3
2023-2024;132;661;decision;Y;4
2023-2024;132;661;issuance;Y;5
2023-2024;132;661;issue_resolution_feedback;Y;6
2023-2024;132;662;account_registration;Y;1
2023-2024;132;662;authentication;Y;2
2023-2024;132;662;application;N;3
2023-2024;132;662;decision;N;4
2023-2024;132;662;issuance;N;5
2023-2024;132;662;issue_resolution_feedback;N;6
2023-2024;132;663;account_registration;Y;1
2023-2024;132;663;authentication;Y;2
2023-2024;132;663;application;Y;3
2023-2024;132;663;decision;Y;4
2023-2024;132;663;issuance;Y;5
2023-2024;132;663;issue_resolution_feedback;Y;6
2023-2024;26;664;account_registration;Y;1
2023-2024;26;664;authentication;Y;2
2023-2024;26;664;application;Y;3
2023-2024;26;664;decision;Y;4
2023-2024;26;664;issuance;NA;5
2023-2024;26;664;issue_resolution_feedback;Y;6
2023-2024;26;665;account_registration;N;1
2023-2024;26;665;authentication;N;2
2023-2024;26;665;application;N;3
2023-2024;26;665;decision;N;4
2023-2024;26;665;issuance;N;5
2023-2024;26;665;issue_resolution_feedback;N;6
2023-2024;26;666;account_registration;N;1
2023-2024;26;666;authentication;N;2
2023-2024;26;666;application;N;3
2023-2024;26;666;decision;N;4
2023-2024;26;666;issuance;N;5
2023-2024;26;666;issue_resolution_feedback;N;6
2023-2024;26;667;account_registration;Y;1
2023-2024;26;667;authentication;Y;2
2023-2024;26;667;application;Y;3
2023-2024;26;667;decision;Y;4
2023-2024;26;667;issuance;NA;5
2023-2024;26;667;issue_resolution_feedback;Y;6
2023-2024;26;668;account_registration;NA;1
2023-2024;26;668;authentication;NA;2
2023-2024;26;668;application;NA;3
2023-2024;26;668;decision;NA;4
2023-2024;26;668;issuance;NA;5
2023-2024;26;668;issue_resolution_feedback;NA;6
2023-2024;26;669;account_registration;Y;1
2023-2024;26;669;authentication;Y;2
2023-2024;26;669;application;Y;3
2023-2024;26;669;decision;NA;4
2023-2024;26;669;issuance;NA;5
2023-2024;26;669;issue_resolution_feedback;NA;6
2020-2021;26;670;account_registration;NA;1
2020-2021;26;670;authentication;NA;2
2020-2021;26;670;application;NA;3
2020-2021;26;670;decision;NA;4
2020-2021;26;670;issuance;NA;5
2020-2021;26;670;issue_resolution_feedback;NA;6
2020-2021;26;671;account_registration;NA;1
2020-2021;26;671;authentication;NA;2
2020-2021;26;671;application;NA;3
