FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,"Companies, Investment and Growth","Entreprises, investissement et croissance",793882740,715054293,71912839,12714830,2563018095,1763881276,268249737,278719006,-4654250000,-4657000000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,"People, Skills and Communities","Personnes, compétences et collectivités",31836410,32071040,0,0,1355409051,446939037,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,Canadian Tourism Commission,Commission canadienne du tourisme,156225494,156225494,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,Standards Council of Canada,Conseil canadien des normes,17967928,17967928,0,0,0,0,0,0,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Internal Services,Services internes,259227015,259050626,10022989,10022988,0,0,224819,224819,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Green and Innovative Transportation System,Réseau de transport écologique et novateur,186939925,167341895,27528519,23528566,519852490,299741920,716883,716883,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Safe and Secure Transportation System,Réseau de transport sûr et sécuritaire,506894009,478352183,45492936,21580652,56916802,41317636,69733876,69733876,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Efficient Transportation System,Réseau de transport efficace,232451213,224716399,78650122,45853915,1691104046,797724283,18905003,18905003,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,922689126,865964449,0,0,0,0,0,0,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Marine Atlantic Inc.,Marine Atlantique S.C.C.,158520769,132120769,0,0,0,0,0,0,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,Manage international bridges,Gestion de ponts internationaux,5303000,4423000,0,0,0,0,0,0,0,0
2022/2023,22,Transport,Transports,034,Department of Transport,Ministère des Transports,VIA Rail Canada Inc.,VIA Rail Canada Inc.,1096370797,689627801,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,National Research Council of Canada,Conseil national de recherches du Canada,Science and Innovation,Science et innovation,782914517,606733167,100048740,87895080,680914885,612326230,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,National Research Council of Canada,Conseil national de recherches du Canada,Internal Services,Services internes,159944866,158811548,5000000,4990953,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Funding the production of Canadian content,Financement à la production de contenus canadiens,246394550,106054136,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Promoting Canadian talent and content,Promotion des talents et des contenus canadiens,49286868,50374028,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Internal Services,Services internes,15427061,14622305,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Content accessibility and audience engagement,Accessibilité des oeuvres et interaction avec les auditoires,36185089,26639265,0,0,0,0,7603446,3349801,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Audiovisual programming and production,Programmation et production audiovisuelles,46779269,39073339,0,0,0,0,799000,695687,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Internal Services,Services internes,13774843,10870630,0,0,0,0,50000,89876,0,0
2022/2023,22,Transport,Transports,040,Canadian Transportation Agency,Office des transports du Canada,Independent regulatory and dispute-resolution services for transportation providers and users,Des services indépendants de réglementation et de règlement des différends pour les fournisseurs et les utilisateurs de services de transport,32219253,29219423,0,0,0,0,0,0,0,0
2022/2023,22,Transport,Transports,040,Canadian Transportation Agency,Office des transports du Canada,Internal Services,Services internes,10304957,11910894,0,0,0,0,0,0,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Innovative and Sustainable Natural Resources Development,Valorisation novatrice et durable des ressources naturelles,389431565,349202691,15704847,13970841,2001034236,870934895,23827366,13626959,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Globally Competitive Natural Resources Sectors,Secteurs des ressources naturelles concurrentiels à l'échelle mondiale,77039161,71939324,1057971,1057971,709122022,674779149,307200,5919,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Natural Resource Science and Risk Mitigation,Science des ressources naturelles et atténuation des risques,257937800,237050772,29253614,15928904,271093601,108707756,13855972,10832016,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Internal Services,Services internes,219806539,218055272,6304593,3147140,0,0,183061,183060,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Nuclear laboratories,Laboratoires nucléaires,348423883,304500000,0,0,0,0,0,0,0,0
2022/2023,17,Natural Resources,Ressources naturelles,041,Department of Natural Resources,Ministère des Ressources naturelles,Nuclear decommissioning and radioactive waste management,Déclassement nucléaire et gestion des déchets radioactifs,978150000,778700000,0,0,0,0,0,0,0,0
2022/2023,13,Crown-Indigenous Relations and Northern Affairs,Relations Couronne-Autochtones et Affaires du Nord,042,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,Crown-Indigenous Relations,Relations Couronne-Autochtones,5206937116,1538956798,0,0,8111560664,6655158672,0,0,37759363,15030979
2022/2023,13,Crown-Indigenous Relations and Northern Affairs,Relations Couronne-Autochtones et Affaires du Nord,042,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,Internal Services,Services internes,235198464,218085366,383089,47264,0,0,33842397,33842397,0,0
2022/2023,13,Crown-Indigenous Relations and Northern Affairs,Relations Couronne-Autochtones et Affaires du Nord,042,Department of Crown-Indigenous Relations and Northern Affairs,Ministère des Relations Couronne-Autochtones et des Affaires du Nord,Northern Affairs,Affaires du Nord,365882096,292144593,3937243,3905803,511160714,458124940,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",043,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,Intergovernmental Conference Services,Services aux conférences intergouvernementales,5028983,4759875,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",043,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,Internal Services,Services internes,1387223,1539944,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",044,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,Economic Development in the Prairies,Développement économique dans les Prairies,34268490,32499656,0,0,529226790,446259521,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",044,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,Internal Services,Services internes,26794278,22880010,0,0,0,0,4000000,2231166,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,046,Office of the Public Sector Integrity Commissioner,Commissariat à l'intégrité du secteur public,Public sector disclosures of wrongdoing and complaints of reprisal,Les divulgations d'actes répréhensibles et les plaintes de représailles du secteur public,3717995,3707968,0,0,50000,45425,0,0,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,046,Office of the Public Sector Integrity Commissioner,Commissariat à l'intégrité du secteur public,Internal Services,Services internes,2333818,2040806,0,0,0,0,0,0,0,0
2022/2023,17,Natural Resources,Ressources naturelles,047,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Nuclear Regulation,Réglementation nucléaire,109375370,98263014,0,0,5928273,4328273,0,0,0,0
2022/2023,17,Natural Resources,Ressources naturelles,047,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,Internal Services,Services internes,53031858,50374879,0,0,0,0,0,0,0,0
2022/2023,05,"Immigration, Refugees and Citizenship","Immigration, Réfugiés et Citoyenneté",050,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,"Visitors, International Students and Temporary Workers","Visiteurs, étudiants étrangers et travailleurs temporaires",488216510,382177265,0,0,0,0,9937812,8665607,0,0
2022/2023,05,"Immigration, Refugees and Citizenship","Immigration, Réfugiés et Citoyenneté",050,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,Immigrant and Refugee Selection and Integration,Sélection et intégration des immigrants et des réfugiés,1471606299,1175101454,11707234,3534462,3184295524,2800540103,0,0,170910077,70866692
2022/2023,05,"Immigration, Refugees and Citizenship","Immigration, Réfugiés et Citoyenneté",050,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,Citizenship and Passports,Citoyenneté et passeports,1081804427,816119408,0,0,0,0,373922544,404148047,0,0
2022/2023,05,"Immigration, Refugees and Citizenship","Immigration, Réfugiés et Citoyenneté",050,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,Internal Services,Services internes,542605606,426063120,41726019,18394813,0,0,0,0,0,0
2022/2023,15,Justice,Justice,051,Office of the Commissioner for Federal Judicial Affairs,Bureau du commissaire à la magistrature fédérale,Administrative support to federally appointed judges,Soutien administratif aux juges de nomination fédérale,714716179,711459695,0,0,0,0,275000,24744,0,0
2022/2023,15,Justice,Justice,051,Office of the Commissioner for Federal Judicial Affairs,Bureau du commissaire à la magistrature fédérale,Internal Services,Services internes,726800,726800,0,0,0,0,0,0,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,052,Canada School of Public Service,École de la fonction publique du Canada,Common Public Service Learning,Apprentissage commun dans la fonction publique,74439574,64915499,0,0,0,0,0,0,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,052,Canada School of Public Service,École de la fonction publique du Canada,Internal Services,Services internes,24813191,23947239,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,053,Correctional Service of Canada,Service correctionnel du Canada,Correctional Interventions,Interventions correctionnelles,617053496,582899782,1360710,1360710,600000,148101,109730972,114235248,44959,100
2022/2023,21,Public Safety,Sécurité publique,053,Correctional Service of Canada,Service correctionnel du Canada,Community Supervision,Surveillance dans la collectivité,175607435,175607435,5477271,3906114,3519955,3519955,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,053,Correctional Service of Canada,Service correctionnel du Canada,Internal Services,Services internes,433431225,402545463,33374238,22180428,0,0,3943400,4333483,0,0
2022/2023,21,Public Safety,Sécurité publique,053,Correctional Service of Canada,Service correctionnel du Canada,Care and Custody,Prise en charge et garde,1958828652,1768633565,215287173,171910111,1293879,1293879,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",054,Statistics Canada,Statistique Canada,Statistical Information,Renseignements statistiques,754356616,731447169,0,0,0,0,159349013,159349013,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",054,Statistics Canada,Statistique Canada,Internal Services,Services internes,111048632,110581024,0,0,0,0,0,0,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,056,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Employer,Employeur,4779823095,4711655531,392441,0,501430,257016,880509847,840566995,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,056,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Administrative Leadership,Leadership administratif,221925508,162913600,3538101,0,487142,487142,75240057,28344447,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,056,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Spending Oversight,Surveillance des dépenses,1341149110,43942224,2887505,0,134730,134730,0,0,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,056,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Internal Services,Services internes,110395533,117241799,717615,0,0,0,17490811,17490811,0,0
2022/2023,23,Treasury Board,Conseil du Trésor,056,Treasury Board Secretariat,Secrétariat du Conseil du Trésor,Regulatory Oversight,Surveillance réglementaire,11682629,11948210,456688,0,13000,13000,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,057,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Internal Services,Services internes,14824970,13700453,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,057,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Record Suspension Decisions/Pardon and Expungement Decisions/Clemency Recommendations,Décisions relatives à la suspension du casier/au pardon et à la radiation et recommandations concernant la clémence,13545371,9016265,0,0,0,0,937500,655283,0,0
2022/2023,21,Public Safety,Sécurité publique,057,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Conditional Release Openness and Accountability,Application transparente et responsable du processus de mise en liberté sous condition,4697576,4450821,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,057,Parole Board of Canada,Commission des libérations conditionnelles du Canada,Conditional Release Decisions,Décisions relatives à la mise en liberté sous condition,42801139,42264222,0,0,0,0,0,0,0,0
2022/2023,11,Health,Santé,061,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,Internal Services,Services internes,38305999,40108019,0,0,0,0,0,0,0,0
2022/2023,11,Health,Santé,061,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,Funding Health Research and Training,Financement de la recherche et de la formation en santé,44433800,38384648,0,0,1279597196,1258419241,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",062,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Internal Services,Services internes,17484446,17282664,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",062,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Economic Development in Southern Ontario,Développement économique dans le Sud de l'Ontario,32354780,28817105,0,0,655183426,553086928,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Internal Services,Services internes,18616991,19536963,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Funding Social Sciences and Humanities Research and Training,Financement de la recherche et formation en sciences humaines,30415431,27423400,0,0,617071148,563379758,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Institutional support for the indirect costs of research,Soutien institutionnel aux coûts indirects de la recherche,969406,874513,0,0,451501582,451486644,0,0,0,0
2022/2023,17,Natural Resources,Ressources naturelles,066,Northern Pipeline Agency,Administration du pipe-line du Nord,Oversee and regulate the planning and construction of the Canadian portion of the Alaska Highway Natural Gas Pipeline Project,Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l'Alaska,546310,299098,0,0,0,0,0,0,0,0
2022/2023,18,Parliament,Parlement,067,House of Commons,Chambre des communes,Members and House Officers,Députés et agents supérieurs de la Chambre,332730331,318758889,0,0,1381752,1381752,3183847,3183847,0,0
2022/2023,18,Parliament,Parlement,067,House of Commons,Chambre des communes,House Administration,Administration de la Chambre,270017231,263070068,0,0,43256,43256,27518334,27518334,0,0
2022/2023,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Complaints,Plaintes,13051198,12113006,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Engagement and Advocacy,Mobilisation et promotion des intérêts,8027183,6793072,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Proactive Compliance,Conformité proactive,9763289,8127230,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Internal Services,Services internes,14780861,14359116,0,0,0,0,2080000,2039765,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",076,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,Internal Services,Services internes,7524843,7987950,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",076,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,Advancement of French and English in Canadian society,Avancement du français et de l'anglais dans la société canadienne,7759995,6934354,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",076,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,Protection of rights related to Official Languages,Protection des droits liés aux langues officielles,8230297,7510619,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",078,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Internal Services,Services internes,8200360,8574252,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",078,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Economic Development in the Territories,Développement économique dans les territoires,16789590,14422301,0,0,83751245,82080790,0,0,0,0
2022/2023,15,Justice,Justice,080,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,The administration of Canada's final court of appeal,L'administration de la juridiction d'appel de dernier ressort du Canada,29738874,28864505,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,080,Registrar of the Supreme Court of Canada,Registraire de la Cour suprême du Canada,Internal Services,Services internes,15389947,14689227,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,085,Canada Border Services Agency,Agence des services frontaliers du Canada,Border Management,Gestion de la frontière,1777189193,1570410326,246528382,150210966,0,0,27098270,27098270,0,0
2022/2023,21,Public Safety,Sécurité publique,085,Canada Border Services Agency,Agence des services frontaliers du Canada,Border Enforcement,Exécution de la loi frontalière,363533894,356124143,109232,547778,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,085,Canada Border Services Agency,Agence des services frontaliers du Canada,Internal Services,Services internes,479149211,524682640,20247619,19664868,0,0,0,0,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Internal Services,Services internes,547371725,515057244,199762097,63348961,500000,147500,0,0,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Marine Operations and Response,Opérations maritimes et intervention,696364833,693920596,810798131,649871568,27163140,17869660,0,0,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Aquatic Ecosystems,Écosystèmes aquatiques,309439523,285828591,10692900,7106115,163410725,113696399,0,0,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Marine Navigation,Navigation maritime,295837828,295718451,174727756,104018655,30000,30000,47050545,47050545,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Fisheries,Pêches,646303524,645127913,275669465,161778950,776300654,270357691,0,0,0,0
2022/2023,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Department of Fisheries and Oceans,Ministère des Pêches et des Océans,Freshwater Fish Marketing Corporation,Office de commercialisation du poisson d'eau douce,0,0,0,0,0,0,0,0,50000000,0
2022/2023,21,Public Safety,Sécurité publique,088,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,Community Safety,Sécurité communautaire,100916662,93573223,0,0,606932407,511365094,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,Emergency Management,Gestion des urgences,84544451,66805608,0,0,2564305139,2530802170,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,National Security,Sécurité nationale,28603564,27622761,0,0,2953992,2935874,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,Internal Services,Services internes,81274134,81012075,0,0,0,0,2700000,2543375,0,0
2022/2023,21,Public Safety,Sécurité publique,088a,Office of the Correctional Investigator of Canada,Bureau de l'enquêteur correctionnel du Canada,Internal Services,Services internes,1588448,1561141,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088a,Office of the Correctional Investigator of Canada,Bureau de l'enquêteur correctionnel du Canada,Independent Oversight of Federal Corrections,Surveillance indépendante des services correctionnels fédéraux,4410640,4200573,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088b,Royal Canadian Mounted Police External Review Committee,Comité externe d'examen de la Gendarmerie royale du Canada,Independent review of RCMP employment matters,Examen indépendant de questions d'emploi concernant la GRC,6331075,4877620,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088c,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,Independent review of the RCMP,Examen indépendant de la GRC,8664073,8074291,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,088c,Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,Internal Services,Services internes,4405370,4405370,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Assistance for housing needs,Aide pour combler les besoins en matière de logement,3434462189,3095831446,0,0,0,0,0,0,-164412879,-164412879
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Housing expertise and capacity development,Savoir-faire en matière de logement et développement du potentiel,211186207,169347902,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Financing for housing,Financement de l'habitation,1242505056,897525732,0,0,0,0,0,0,0,0
2022/2023,21,Public Safety,Sécurité publique,095,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Security and Intelligence,Sécurité et renseignement,687889527,672446876,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,096,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l'information et à la protection de la vie privée du Canada,Internal Services - Office of the Information Commissioner,Services internes - Commissariat à l'information du Canada,5583177,5373546,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,096,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l'information et à la protection de la vie privée du Canada,Internal Services - Office of the Privacy Commissioner,Services internes - Commissariat à la protection de la vie privée du Canada,9066583,8807531,0,0,0,0,209037,209037,0,0
2022/2023,15,Justice,Justice,096,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l'information et à la protection de la vie privée du Canada,Protection of privacy rights,Protection du droit à la vie privée,22394961,21725619,0,0,500000,498506,0,0,0,0
2022/2023,15,Justice,Justice,096,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l'information et à la protection de la vie privée du Canada,Government Transparency,Transparence gouvernementale,11584492,11149529,0,0,0,0,0,0,0,0
2022/2023,12,"Employment, Workforce Development and Disability Inclusion","Emploi, Développement de la main-d'oeuvre et Inclusion des personnes en situation de handicap",100,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,Internal Services,Services internes,4576791,4301570,0,0,0,0,0,0,0,0
2022/2023,12,"Employment, Workforce Development and Disability Inclusion","Emploi, Développement de la main-d'oeuvre et Inclusion des personnes en situation de handicap",100,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,National Occupational Health and Safety Resource,Ressource nationale en matière de santé et de sécurité au travail,16825080,8853799,0,0,0,0,0,0,0,0
2022/2023,19,Privy Council,Conseil privé,101,Canadian Transportation Accident Investigation and Safety Board,Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports,Independent safety investigations and communication of risks in the transportation system,Enquêtes indépendantes de sécurité et communication des risques dans le réseau de transport,28935953,27886696,0,0,0,0,0,0,0,0
2022/2023,19,Privy Council,Conseil privé,101,Canadian Transportation Accident Investigation and Safety Board,Bureau canadien d'enquête sur les accidents de transport et de la sécurité des transports,Internal Services,Services internes,9263180,8927284,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Conservation,Conservation,5896626,2979469,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Promotion of Heritage,Promotion du patrimoine,1544240,1885534,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Internal Services,Services internes,8984436,8995112,0,0,0,0,0,0,0,0
2022/2023,11,Health,Santé,109,Patented Medicine Prices Review Board,Conseil d'examen du prix des médicaments brevetés,Internal Services,Services internes,3473105,3333947,0,0,0,0,0,0,0,0
2022/2023,11,Health,Santé,109,Patented Medicine Prices Review Board,Conseil d'examen du prix des médicaments brevetés,Regulate Patented Medicine Prices,Réglementer les prix des médicaments brevetés,14229198,8687581,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",116,Copyright Board,Commission du droit d'auteur,Internal Services,Services internes,933330,799135,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",116,Copyright Board,Commission du droit d'auteur,Copyright Tariffs and Licences,Tarifs et licences liés au droit d'auteur,3733320,3196653,0,0,0,0,0,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",119,Canadian Space Agency,Agence spatiale canadienne,Canada in space,Le présence du Canada dans l'espace,186574443,169251262,274890751,170756259,85580950,85064526,0,0,0,0
