FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2012/2013,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Canadian Museum of Nature - Budgetary,Musée canadien de la nature - Budgétaire,34370062,34370062,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,National Arts Centre Corporation - Budgetary,Société du Centre national des Arts - Budgétaire,35706175,35601174,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,National Gallery of Canada - Budgetary,Musée des beaux-arts du Canada - Budgétaire,48830762,48830762,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,National Museum of Science and Technology - Budgetary,Musée national des sciences et de la technologie - Budgétaire,31517305,31517304,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian telecommunications,Télécommunications canadiennes,22426803,21286180,0,0,0,0,12780753,13680026,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian broadcasting,Radiodiffusion canadienne,19698944,19821180,0,0,0,0,15954459,16537311,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Internal Services,Services internes,20354667,15349760,0,0,0,0,14879082,11506022,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Exploration of documentary resources,Exploration des ressources documentaires,38303999,35866359,0,0,1746000,34934,550000,251773,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Preservation of continuing memory,Conservation de la mémoire continue,15789223,13512453,19352500,18365712,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Documentation of the Canadian experience,Documentation de l'expérience canadienne,17073230,13834998,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Development of regulatory instruments and recordkeeping tools,Élaboration d'instruments de réglementation et d'outils de tenue de documents,4950812,1442234,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Collaboration in the management of government records of business value to ensure their availability,Collaboration à la gestion des documents gouvernementaux à valeur opérationnelle afin d'en assurer la disponibilité,3138850,6432497,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Internal Services,Services internes,28915322,29685818,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,102,National Battlefields Commission,Commission des champs de bataille nationaux,Conservation and Development,Conservation et mise en valeur,2377000,2256298,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,102,National Battlefields Commission,Commission des champs de bataille nationaux,Public Education and Services,Éducation et services publics,986000,1071905,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,102,National Battlefields Commission,Commission des champs de bataille nationaux,Internal Services,Services internes,6747469,6294938,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,058,Public Service Labour Relations Board,Commission des relations de travail dans la fonction publique,"Adjudication, mediation and compensation analysis and research","Arbitrage, médiation et analyse et recherche en matière de rémunération",10467886,9736106,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,058,Public Service Labour Relations Board,Commission des relations de travail dans la fonction publique,Internal Services,Services internes,4177722,4042089,0,0,0,0,145000,143855,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,082,Public Service Staffing Tribunal,Tribunal de la dotation de la fonction publique,Adjudication and mediation of complaints filed under the Public Service Employment Act,Arbitrage et médiation des plaintes déposées en vertu de la Loi sur l'emploi dans la fonction publique,4026370,3747033,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,082,Public Service Staffing Tribunal,Tribunal de la dotation de la fonction publique,Internal Services,Services internes,1799224,1361774,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,048,Registry of the Public Servants Disclosure Protection Tribunal,Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles,Reprisal hearings program,Programme des audiences relatives aux représailles,1885291,1659741,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Investment in the development and support to the Canadian audiovisual industry,Investissement dans le développement de l'industrie audiovisuelle canadienne,73190000,71735355,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,National and international Canadian content promotion support,Soutien promotionnel au contenu canadien au Canada et à l'étranger,19530000,20986123,0,0,0,0,0,0,0,0
2012/2013,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Internal Services,Services internes,12947144,10246916,0,0,0,0,0,0,0,0
2012/2013,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Financial Intelligence Program,Programme du renseignement financier,23879111,22673503,0,0,0,0,0,0,0,0
2012/2013,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Compliance Program,Programme de conformité,23879111,23068382,0,0,0,0,0,0,0,0
2012/2013,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Internal Services,Services internes,8428333,8251686,0,0,0,0,0,0,0,0
2012/2013,07,Finance,Finances,045,Canadian International Trade Tribunal,Tribunal canadien du commerce extérieur,Adjudication of trade cases (quasi-judicial role),Règlement de dossiers commerciaux (rôle quasi judiciaire),8736121,8395969,0,0,0,0,0,0,0,0
2012/2013,07,Finance,Finances,045,Canadian International Trade Tribunal,Tribunal canadien du commerce extérieur,General economic inquiries and references (advisory role),Enquêtes et saisines sur des questions économiques de portée générale (rôle consultatif),119673,115013,0,0,0,0,0,0,0,0
