fiscal_yr;org_id;department_en;department_fr;service_with_std_count;service_count_maf1;maf1_score;service_standard_met;service_standard_count;maf2_score;online_e2e_count;service_count_maf5;maf5_score;activated_point_count;point_count;maf6_score;improved_services_count;service_count_maf8;maf8_score
2023-2024;135;Public Safety Canada;Sécurité publique Canada;37;49;75.51020408163265;50.0;77.0;64.93506493506493;2;49;4.081632653061225;24.0;195.0;12.307692307692308;44;49;89.79591836734694
2023-2024;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;7;19;36.84210526315789;6.0;8.0;75.0;9;19;47.368421052631575;68.0;103.0;66.01941747572816;6;19;31.57894736842105
2023-2024;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;34;48;70.83333333333334;39.0;64.0;60.9375;10;48;20.833333333333336;53.0;105.0;50.476190476190474;13;48;27.083333333333332
2023-2024;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;15;50;30.0;9.0;12.0;75.0;7;50;14.000000000000002;41.0;84.0;48.80952380952381;10;50;20.0
2023-2024;305;Shared Services Canada;Services partagés Canada;9;11;81.81818181818183;7.0;7.0;100.0;5;11;45.45454545454545;39.0;54.0;72.22222222222221;4;11;36.36363636363637
2023-2024;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;6;7;85.71428571428571;12.0;15.0;80.0;6;7;85.71428571428571;26.0;26.0;100.0;0;7;0.0
2023-2024;313;Statistics Canada;Statistique Canada;23;23;100.0;34.0;36.0;94.44444444444444;22;23;95.65217391304348;52.0;53.0;98.11320754716981;12;23;52.17391304347826
2023-2024;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;0;3;0.0;;;;0;3;0.0;;;;0;3;0.0
2023-2024;218;The National Battlefields Commission;Commission des champs de bataille nationaux;12;12;100.0;0.0;0.0;;0;12;0.0;0.0;18.0;0.0;0;12;0.0
2023-2024;138;Transport Canada;Transports Canada;75;117;64.1025641025641;108.0;191.0;56.54450261780105;13;117;11.11111111111111;115.0;600.0;19.166666666666668;11;117;9.401709401709402
2023-2024;326;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;28;32;87.5;26.0;29.0;89.65517241379311;20;32;62.5;116.0;135.0;85.92592592592592;22;32;68.75
2023-2024;139;Veterans Affairs Canada;Anciens Combattants Canada;20;30;66.66666666666666;18.0;23.0;78.26086956521739;16;30;53.333333333333336;123.0;143.0;86.01398601398601;15;30;50.0
2023-2024;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);1;1;100.0;0.0;1.0;0.0;0;1;0.0;5.0;6.0;83.33333333333334;0;1;0.0
2023-2024;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;3;3;100.0;4.0;6.0;66.66666666666666;3;3;100.0;18.0;18.0;100.0;3;3;100.0
2024-2025;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;0;1;0.0;;;;0;1;0.0;;;;0;1;0.0

SNAPSHOT 2025-03-01 Timestamp:2025-03-04_16:56:32
