si_link_yr;organization_id;program_id;service_id;fiscal_yr;core_responsibility_en;report_yr;measure_yr;planned_actual;ftes;spending
2020;348;BXP11;2050;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;73.0;90951029.89
2021;348;BXP11;2050;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;108.0;240584782.02
2022;348;BXP11;2050;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;122.0;628684051.46
2023;65;BUH11;2051;2022-2023;Safe food and healthy plants and animals;2023.0;2023.0;actual;2380.0;277721735.61
2023;65;BUH11;2051;2022-2023;Safe food and healthy plants and animals;2024.0;2024.0;planned;2290.0;256703000.0
2023;65;BUH11;2051;2022-2023;Safe food and healthy plants and animals;2025.0;2025.0;planned;2312.0;270986000.0
2023;65;BUH11;2051;2022-2023;Safe food and healthy plants and animals;2025.0;2026.0;planned;2231.0;263646000.0
2023;65;BUH11;2051;2022-2023;Safe food and healthy plants and animals;2025.0;2027.0;planned;2187.0;259382928.0
2022;65;BUH11;2051;2021-2022;Safe food and healthy plants and animals;2022.0;2022.0;actual;2396.43;277020139.19
2023;348;BYP16;2052;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;207.0;165701794.0
2023;348;BYP16;2052;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;191.0;171263838.0
2023;348;BYP16;2052;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;191.0;171265197.0
2023;348;BYP16;2052;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;187.0;169866246.0
2020;348;BXP12;2052;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2052;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2052;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2053;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2053;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2053;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2053;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2053;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2053;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2053;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2020;348;BXP10;2054;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;22.0;22825986.19
2020;138;BTX01;2055;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;83.0;208325707.48
2021;138;BTX01;2055;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;95.0;181918046.7
2022;138;BTX01;2055;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;93.0;288625952.12
2023;348;BYP17;2056;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;52.0;96553658.0
2023;348;BYP17;2056;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;40.0;52799377.0
2023;348;BYP17;2056;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;38.0;50494465.0
2023;348;BYP17;2056;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;26.0;43206414.0
2020;348;BXP10;2056;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;22.0;22825986.19
2021;348;BXP10;2056;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;32.0;318251732.1
2022;348;BXP10;2056;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;37.0;116200498.3
2023;348;BYP13;2057;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;499.0;3625716457.0
2023;348;BYP13;2057;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;287.0;4301518332.0
2023;348;BYP13;2057;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;274.0;2660226415.0
2023;348;BYP13;2057;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;250.0;2789250033.0
2020;348;BXP01;2057;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;79.0;156046645.5
2021;348;BXP01;2057;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;90.0;335740137.59
2022;348;BXP01;2057;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;92.0;324842854.24
2023;348;BYP17;2058;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;52.0;96553658.0
2023;348;BYP17;2058;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;40.0;52799377.0
2023;348;BYP17;2058;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;38.0;50494465.0
2023;348;BYP17;2058;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;26.0;43206414.0
2020;348;BXP10;2058;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;22.0;22825986.19
2021;348;BXP10;2058;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;32.0;318251732.1
2022;348;BXP10;2058;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;37.0;116200498.3
2023;348;BYP16;2059;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;207.0;165701794.0
2023;348;BYP16;2059;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;191.0;171263838.0
2023;348;BYP16;2059;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;191.0;171265197.0
2023;348;BYP16;2059;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;187.0;169866246.0
2020;348;BXP12;2059;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2059;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2059;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2060;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2060;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2060;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2060;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2060;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2060;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2060;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2061;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2061;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2061;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2061;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2061;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2061;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2061;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2062;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2062;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2062;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2062;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2062;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2062;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2062;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2063;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2063;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2063;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2063;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2063;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2063;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2063;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2064;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2064;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2064;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2064;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2064;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2064;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2064;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2065;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2065;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2065;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2065;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2065;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2065;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2065;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2023;348;BYP14;2066;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;336.0;316083564.0
2023;348;BYP14;2066;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;353.0;320078150.0
2023;348;BYP14;2066;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;313.0;300052742.0
2023;348;BYP14;2066;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;307.0;330975622.0
2020;348;BXP12;2066;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2021;348;BXP12;2066;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;414.0;274982833.25
2022;348;BXP12;2066;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;419.0;267048337.65
2020;348;BXP12;2067;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;330.0;208843538.12
2020;348;BXP13;2068;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;18.0;3514045.38
2023;348;BYP18;2069;2022-2023;Indigenous Well-Being and Self-Determination;2024.0;2024.0;planned;882.0;584643016.0
2023;348;BYP18;2069;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2025.0;planned;926.0;558709365.0
2023;348;BYP18;2069;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2026.0;planned;905.0;464499963.0
2023;348;BYP18;2069;2022-2023;Indigenous Well-Being and Self-Determination;2025.0;2027.0;planned;893.0;463670741.0
2020;348;BXP13;2069;2019-2020;Governance and Community Development Services;2020.0;2020.0;actual;18.0;3514045.38
2021;348;BXP13;2069;2020-2021;Governance and Community Development Services;2021.0;2021.0;actual;19.0;3261264.32
2022;348;BXP13;2069;2021-2022;Governance and Community Development Services;2022.0;2022.0;actual;20.0;2122621.86
2020;138;BTY03;2070;2019-2020;Efficient Transportation System;2020.0;2020.0;actual;209.9;503464344.02
2021;138;BTX02;2070;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2070;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2023;65;BUH07;2071;2022-2023;Safe food and healthy plants and animals;2023.0;2023.0;actual;558.0;187575571.21
2023;65;BUH07;2071;2022-2023;Safe food and healthy plants and animals;2024.0;2024.0;planned;470.0;82551000.0
2023;65;BUH07;2071;2022-2023;Safe food and healthy plants and animals;2025.0;2025.0;planned;365.0;66980474.0
2023;65;BUH07;2071;2022-2023;Safe food and healthy plants and animals;2025.0;2026.0;planned;331.0;61509845.0
2023;65;BUH07;2071;2022-2023;Safe food and healthy plants and animals;2025.0;2027.0;planned;331.0;61623000.0
2022;65;BUH07;2071;2021-2022;Safe food and healthy plants and animals;2022.0;2022.0;actual;483.5;73530653.06
2023;125;BTF01;2072;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;2072;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;2072;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;2072;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;2072;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2020;125;BTF01;2072;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;2072;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;2072;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2020;138;BTX02;2073;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;363.54;104896062.45
2021;138;BTX02;2073;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2073;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2020;138;BTX02;2074;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;363.54;104896062.45
2021;138;BTX02;2074;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2074;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2020;138;BTX02;2075;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;363.54;104896062.45
2021;138;BTX02;2075;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2075;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2020;138;BTX02;2076;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;363.54;104896062.45
2021;138;BTX02;2076;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2076;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2023;125;BTG04;2077;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;2077;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;2077;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;2077;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;2077;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2020;125;BTG04;2077;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;2077;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;2077;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;2078;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;2078;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;2078;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;2078;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;2078;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2020;125;BTG04;2078;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;2078;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;2078;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;2079;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;2079;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;2079;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;2079;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;2079;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2020;125;BTG04;2079;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;2079;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;2079;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;130;BNP01;2080;2022-2023;Companies, Investment and Growth;2023.0;2023.0;actual;759.0;1429315904.59
2023;130;BNP01;2080;2022-2023;Companies, Investment and Growth;2024.0;2024.0;planned;797.0;2760840520.0
2023;130;BNP01;2080;2022-2023;Companies, Investment and Growth;2025.0;2025.0;planned;834.0;3294361497.0
2023;130;BNP01;2080;2022-2023;Companies, Investment and Growth;2025.0;2026.0;planned;756.0;4702118368.0
2023;130;BNP01;2080;2022-2023;Companies, Investment and Growth;2025.0;2027.0;planned;749.0;5189483729.0
2020;130;BNP05;2080;2019-2020;Companies, Investment and Growth;2020.0;2020.0;actual;68.0;9791576.31
2021;130;BNP05;2080;2020-2021;Companies, Investment and Growth;2021.0;2021.0;actual;60.0;9259130.35
2022;130;BNP05;2080;2021-2022;Companies, Investment and Growth;2022.0;2022.0;actual;64.0;11826304.59
2023;130;BNP01;2082;2022-2023;Companies, Investment and Growth;2023.0;2023.0;actual;759.0;1429315904.59
2023;130;BNP01;2082;2022-2023;Companies, Investment and Growth;2024.0;2024.0;planned;797.0;2760840520.0
2023;130;BNP01;2082;2022-2023;Companies, Investment and Growth;2025.0;2025.0;planned;834.0;3294361497.0
2023;130;BNP01;2082;2022-2023;Companies, Investment and Growth;2025.0;2026.0;planned;756.0;4702118368.0
2023;130;BNP01;2082;2022-2023;Companies, Investment and Growth;2025.0;2027.0;planned;749.0;5189483729.0
2020;130;BNP05;2082;2019-2020;Companies, Investment and Growth;2020.0;2020.0;actual;68.0;9791576.31
2021;130;BNP05;2082;2020-2021;Companies, Investment and Growth;2021.0;2021.0;actual;60.0;9259130.35
2022;130;BNP05;2082;2021-2022;Companies, Investment and Growth;2022.0;2022.0;actual;64.0;11826304.59
2023;130;BNP01;2083;2022-2023;Companies, Investment and Growth;2023.0;2023.0;actual;759.0;1429315904.59
2023;130;BNP01;2083;2022-2023;Companies, Investment and Growth;2024.0;2024.0;planned;797.0;2760840520.0
2023;130;BNP01;2083;2022-2023;Companies, Investment and Growth;2025.0;2025.0;planned;834.0;3294361497.0
2023;130;BNP01;2083;2022-2023;Companies, Investment and Growth;2025.0;2026.0;planned;756.0;4702118368.0
2023;130;BNP01;2083;2022-2023;Companies, Investment and Growth;2025.0;2027.0;planned;749.0;5189483729.0
2020;130;BNP05;2083;2019-2020;Companies, Investment and Growth;2020.0;2020.0;actual;68.0;9791576.31
2021;130;BNP05;2083;2020-2021;Companies, Investment and Growth;2021.0;2021.0;actual;60.0;9259130.35
2022;130;BNP05;2083;2021-2022;Companies, Investment and Growth;2022.0;2022.0;actual;64.0;11826304.59
2023;130;BNP01;2084;2022-2023;Companies, Investment and Growth;2023.0;2023.0;actual;759.0;1429315904.59
2023;130;BNP01;2084;2022-2023;Companies, Investment and Growth;2024.0;2024.0;planned;797.0;2760840520.0
2023;130;BNP01;2084;2022-2023;Companies, Investment and Growth;2025.0;2025.0;planned;834.0;3294361497.0
2023;130;BNP01;2084;2022-2023;Companies, Investment and Growth;2025.0;2026.0;planned;756.0;4702118368.0
2023;130;BNP01;2084;2022-2023;Companies, Investment and Growth;2025.0;2027.0;planned;749.0;5189483729.0
2020;130;BNP05;2084;2019-2020;Companies, Investment and Growth;2020.0;2020.0;actual;68.0;9791576.31
2021;130;BNP05;2084;2020-2021;Companies, Investment and Growth;2021.0;2021.0;actual;60.0;9259130.35
2022;130;BNP05;2084;2021-2022;Companies, Investment and Growth;2022.0;2022.0;actual;64.0;11826304.59
2020;138;BTX02;2085;2019-2020;Green and Innovative Transportation System;2020.0;2020.0;actual;363.54;104896062.45
2021;138;BTX02;2085;2020-2021;Green and Innovative Transportation System;2021.0;2021.0;actual;397.0;94377553.74
2022;138;BTX02;2085;2021-2022;Green and Innovative Transportation System;2022.0;2022.0;actual;403.0;105104390.5
2020;138;BTW16;2086;2019-2020;Safe and Secure Transportation System;2020.0;2020.0;actual;122.71;17133676.84
2021;138;BTW16;2086;2020-2021;Safe and Secure Transportation System;2021.0;2021.0;actual;135.0;18977840.27
2022;138;BTW16;2086;2021-2022;Safe and Secure Transportation System;2022.0;2022.0;actual;104.0;15996702.9
2023;125;BTG01;2087;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;584.0;94409264.88
2023;125;BTG01;2087;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;411.0;91867157.0
2023;125;BTG01;2087;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;650.0;132256447.0
2023;125;BTG01;2087;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;380.0;71453704.0
2023;125;BTG01;2087;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;361.0;59789207.0
2020;125;BTG01;2087;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;446.0;99450595.21
2021;125;BTG01;2087;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;528.0;136310479.73
2022;125;BTG01;2087;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;579.0;106964101.85
2019;99;BTT01;208;2018-2019;Independent regulatory and dispute-resolution services for transportation providers and users;2019.0;2019.0;actual;39.0;5287806.66
2019;99;BTT02;208;2018-2019;Independent regulatory and dispute-resolution services for transportation providers and users;2019.0;2019.0;actual;91.0;10271285.9
2019;99;BTT03;208;2018-2019;Independent regulatory and dispute-resolution services for transportation providers and users;2019.0;2019.0;actual;68.0;8287690.54
2020;99;BTT01;208;2019-2020;Independent regulatory and dispute-resolution services for transportation providers and users;2020.0;2020.0;actual;46.0;6089794.43
2020;99;BTT02;208;2019-2020;Independent regulatory and dispute-resolution services for transportation providers and users;2020.0;2020.0;actual;108.0;11396955.63
2020;99;BTT03;208;2019-2020;Independent regulatory and dispute-resolution services for transportation providers and users;2020.0;2020.0;actual;69.0;8944793.97
2023;125;BTF01;2091;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;2091;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;2091;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;2091;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;2091;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2020;125;BTF01;2091;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;2091;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;2091;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2023;125;BTF01;2092;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;2092;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;2092;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;2092;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;2092;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2020;125;BTF01;2092;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;2092;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;2092;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2023;125;BTF02;2093;2022-2023;Fisheries;2023.0;2023.0;actual;310.0;200754426.47
2023;125;BTF02;2093;2022-2023;Fisheries;2024.0;2024.0;planned;303.0;232347373.0
2023;125;BTF02;2093;2022-2023;Fisheries;2025.0;2025.0;planned;283.0;226827026.0
2023;125;BTF02;2093;2022-2023;Fisheries;2025.0;2026.0;planned;258.0;197371848.0
2023;125;BTF02;2093;2022-2023;Fisheries;2025.0;2027.0;planned;244.0;155186056.0
2020;125;BTF02;2093;2019-2020;Fisheries;2020.0;2020.0;actual;182.0;162474355.45
2021;125;BTF02;2093;2020-2021;Fisheries;2021.0;2021.0;actual;233.0;154734207.36
2022;125;BTF02;2093;2021-2022;Fisheries;2022.0;2022.0;actual;325.0;468967677.18
2023;137;BGT03;2094;2022-2023;Conserving Nature;2023.0;2023.0;actual;352.0;269298652.39
2023;137;BGT03;2094;2022-2023;Conserving Nature;2024.0;2024.0;planned;302.0;410122087.0
2023;137;BGT03;2094;2022-2023;Conserving Nature;2025.0;2025.0;planned;343.0;433681173.0
2023;137;BGT03;2094;2022-2023;Conserving Nature;2025.0;2026.0;planned;339.0;410119527.0
2023;137;BGT03;2094;2022-2023;Conserving Nature;2025.0;2027.0;planned;221.0;199524215.0
2020;137;BGT03;2094;2019-2020;Conserving Nature;2020.0;2020.0;actual;229.04;121279782.62
2021;137;BGT03;2094;2020-2021;Conserving Nature;2021.0;2021.0;actual;231.0;177851217.82
2022;137;BGT03;2094;2021-2022;Conserving Nature;2022.0;2022.0;actual;265.0;187325467.29
2023;137;BGT01;2095;2022-2023;Conserving Nature;2023.0;2023.0;actual;434.0;163533009.01
2023;137;BGT01;2095;2022-2023;Conserving Nature;2024.0;2024.0;planned;253.0;153718879.0
2023;137;BGT01;2095;2022-2023;Conserving Nature;2025.0;2025.0;planned;414.0;181791369.0
2023;137;BGT01;2095;2022-2023;Conserving Nature;2025.0;2026.0;planned;414.0;186070492.0
